"","Fat1","Trp53","Ryr2","Lama2","Fat3","Notch1","Xirp2","ctrl","Adgrl3","Col6a3","Myh2","Vcan","Lrp1b","Kmt2c","Crebbp","Ryr1","D630045J12Rik","Myh1","Ahnak","Hmcn1","Flg","Fgf3","Lrp2","Dnah6","Huwe1","Tenm1","Prex2","Adgrb3","Pcdh11x","Fadd","Zfp831","Col4a4","Pkhd1l1","Zmat3","Dnah11","Spta1","Ptprd","Dmd","Sphkap","Fmn2","Muc16","Peg3","Col6a6","Thsd7a","Erbb4","Unc13c","Notch2","Kmt2d","Fat4","Sis","Neb","Apob","Pappa2","Cttn","Ccnd1","Fbxw7","Tnxb","Fgf15","Zfp469","Tpcn2","Ryr3","Fat2","Dgkb","Muc2","Cacna1e","Zfp804b","Dst","Adgrv1","Cdkn2a","Fam135b","Runx1t1","Erich3","Dnah7a","Csmd3","Ank2","Col22a1","Ep300","Muc3","Dnah8","Csmd2","Pik3cg","Aspm","Rp1","Mgam","Scn9a","Ros1","Epha7","Abca13","Syne2","Dnah9","Dnah17","Muc5b","Cfh","P3h2","Ahnak2","Dnah10","Hras","Cubn","Casp8","Lama5","Cdh2","Prkdc","Syne1","Tnni3k","Ano1","Shank2","Col1a2","Plec","Kdr","Epha5","Magi2","Nsd1","Ush2a","Pclo","Myh8","Lrp1","Zfhx4","Pak7","Obscn","Ttn","Nav3","Sox2","Herc2","Pik3ca","Slit2","Pcdh15","Dscam","Pkhd1","Dnah3","Vps13b","Dnah5","Col6a5","Mroh2b","Cdh10","Cdkn2b","Fgf4","Akap9","Spag17","Zfp78","Macf1","Adgrl2","Tet1","Csmd1","Aff3","Muc4","Col11a1","Reln","Ppfia1","Mdn1","Oraov1","Trp63"
"Hspa1b",4.53154214952447,3.88938481729676,4.0513846923602,3.76446171248312,3.66044559077395,5.01158865130123,3.12904449730537,4.02618174605024,4.1093664673956,4.96708673305923,4.56844698967622,5.0117728638853,4.12047308383897,2.82140118814371,3.50308738140431,3.62920595122819,4.20007478740131,4.79186096457052,5.21068181120531,4.70770178756741,5.02922550561415,3.90366352717492,3.54391427286108,3.0961476428406,1.94257031648996,3.75183559802526,4.38973297413221,5.91011001353936,3.53305532235115,5.14464861668875,3.47605098543302,5.0643933815521,4.12821539014887,3.9703618113694,4.73900206667338,4.63563939884201,4.52731193334128,3.90910056442519,4.02739017957884,4.23998811898584,4.82030436874944,3.72224119232701,3.6362719238238,3.4601131254381,3.44075893923319,3.97235028826223,4.81045158654775,2.98661450855549,3.73165542848908,3.62062196498378,4.45252168688278,3.85685977078301,4.24860204522741,5.72769314206007,6.53809135898029,3.56959771244771,4.11429403178435,3.02119327568522,3.7219879300608,3.57041700550826,4.0108608941983,3.35500759797875,3.0639679541881,4.98459850909549,3.75232651381997,5.05250753820706,6.96921662476147,5.30573360204754,3.45026266861282,4.4068550441766,3.32355151675287,3.00040227448173,3.80111058865472,4.46374879460754,3.5295245789551,2.94269365989268,4.01171262806819,4.23013059944496,3.26584426041669,4.52365352530186,4.01934129117054,5.03874009182228,7.09409837038309,3.15925670854534,3.18204503434461,4.61908318484375,4.25673845430031,4.4061614636336,3.76236891162928,4.29736522229298,4.37821617524431,4.7272226918328,5.4477498551696,4.34598318224142,3.95346771714527,5.89229816307465,4.34798495726557,3.76053242447385,5.20765632559356,4.30032534502261,4.83727759146701,4.05429120353876,4.64385467780271,3.73204995113913,5.318690164404,5.34435996757682,3.15133132726667,3.86351641402038,3.42566058621347,4.32450782920491,4.97650816441786,6.49186346595525,4.02492173651777,4.60267802086263,3.17830524012991,3.62470536654142,4.29481965854393,3.25547171003886,3.39250637237311,4.28294058485043,4.3133887352538,4.95648311133423,4.15701525832721,4.88105412256246,3.45006547733531,4.70597602559709,4.48068509514689,4.38433818431252,3.97255804013805,3.63394621600297,6.59710894118691,3.73727046853956,5.37161423888582,4.07951098891413,3.89881878516891,4.4805429417835,3.12156136937132,4.24959759226527,3.87403802031941,4.18599068830852,4.37986075956169,5.05481341943176,3.12894316261172,3.32302712420124,2.91278710733999,3.49190732965804,3.94282625031509,4.34988617397969,5.29858314286826,5.61002783969932,0
"Ier2",5.89768587448658,4.18994361282185,5.11303148240579,4.35035285580061,3.6724671126164,4.82971551655357,3.05212480642889,4.95026099944486,4.28312089440412,6.26615841128486,4.99900075120869,4.66220204450104,4.65264987634189,3.14440852725993,3.41859780222118,3.67920250240243,5.11071645964749,6.82580553078407,4.06564216543048,5.42521459992685,4.13485300037768,6.26906034699163,4.16169094479622,5.29562925893232,2.74591765322223,4.45515067263214,4.3824861071903,4.74100122381963,2.48364974175214,3.80637923157653,3.40476115257951,3.33388245671117,3.9319920115308,4.36182506716392,4.26440761282425,3.1644727711894,5.65877664206419,3.81344987892061,5.12185142511192,3.8063677518551,4.29864455777651,4.9878439058566,4.09438027542436,4.48261128098508,4.35975967939225,4.40406664829045,5.73324854727383,3.99975960614219,4.05611633997715,2.72568279775997,5.21783701321485,3.07235604850105,3.6646344158832,5.35887120831494,2.31934655431488,2.33126649590694,6.17828150186545,3.83553904439094,3.77577896486484,4.4294388465218,4.47908376058032,3.96446835053758,3.23203832097008,4.96361864092258,5.02771152395813,3.46965469784742,3.82172527343799,6.31440312178376,3.83171076055409,4.47130440179105,5.15294366208928,2.66931806086974,3.8950053909398,4.12045825555654,4.05626002777344,4.04782738422496,3.41723207123174,5.5226173766972,4.78845765633588,4.73278956911913,3.8777945993803,4.47070526928626,5.60768410570499,3.72408832430469,4.61962768561923,5.57721373809189,4.55733616078986,4.01785689556645,4.75074895416145,5.00507810796905,4.27133702001286,4.30872909806309,4.58995091327619,4.40055000316689,4.22268610069086,4.99807049956938,2.91897613553753,4.54265399629057,4.34333049624258,5.49824011717459,6.4891662309917,5.03023962310386,4.00201357384516,3.48095928192866,4.99243352883626,5.96639112381792,3.59077384157667,2.90987985831206,3.75631839414035,4.52305294269957,5.36567365634948,5.98061503111165,4.64765377792659,3.59755348091947,3.14405363164456,3.73765828787019,5.60788305551756,4.75090308513453,5.04155135839014,6.40114064339014,5.00362589813024,5.46692094556748,4.03576662335189,6.41055077261497,3.88370963904786,5.35130751978115,4.68082626990328,3.79560889462306,3.0879796802139,3.56228671649131,5.11483800047917,3.64650134311746,4.24308634588026,4.93509228786498,4.53548313549269,6.03019109810094,4.4662808891864,4.44853455334166,5.8678387960637,5.48438948240902,6.10173101333571,2.97568210209811,3.89804848300417,4.37324422021078,3.42546017580838,4.55503749104307,3.78437253528791,6.26179558152788,5.33329007486224,4.09583063402146,2.51580725437268
"Jun",19.0339861117303,17.049977438971,20.4874295892345,16.7018709480129,13.7747691210817,18.2512373368743,14.1980096989889,17.5766746751895,18.3117165609979,22.9796299305231,20.398918208139,17.1687549363779,18.9336503524647,12.6720261252752,14.4051813406796,14.522786272648,16.9287343469616,22.6595823763812,16.4984736853497,22.5151634243388,17.2386722733267,23.1174347630831,14.7513963006146,16.3172788067078,10.9512948483706,16.7411028355687,17.2458370323761,17.4878576388303,12.3289431487956,12.7374099725886,14.3928092101143,12.0783530684019,15.8497049054685,13.6999097657869,19.2577821092188,10.7946924145383,15.7858689969725,16.7899226355449,22.1527169550928,15.8656842393638,14.9443827026873,15.8035258512007,15.201384210101,21.8611236052523,17.8088803920198,15.8886304957344,18.9546399779719,15.5102880529296,15.1896527474925,15.3110198685137,19.8309878207707,12.8998891457864,15.9687299965295,16.531626665118,10.0041691873626,14.0145843682435,15.4432179776474,15.8951973079137,14.5033599058106,16.6365382211496,16.9267496320261,16.2409907372294,12.320633564922,21.7338106548919,17.1285908404244,16.1954676447256,16.5723024173063,20.9006590239804,12.414788180136,19.8150606827544,16.0245863031218,11.6376545708702,17.1951548416138,18.1933693227329,15.2500643450585,15.2275935267892,13.9269862932207,18.5001478257101,16.0915725554607,19.1814414041094,15.0706228358444,22.9741025478944,26.3789178018388,14.1100229687089,15.1904693145838,21.1071322711934,18.328096092572,17.2719200012908,21.2825197148448,16.1172884133216,19.5132532020799,20.1167654969304,18.6248063514067,15.3938546921612,19.0219187622993,17.5167843962626,11.9461038986471,14.7296253811915,18.2063968577468,22.3886961031781,24.5304862711535,16.122279963788,15.5954900320852,14.8189996490188,17.8560442057647,23.6595519414162,10.6395509158544,8.14093158003099,13.2925784314317,17.6237529310286,20.3877365052872,21.8989299626255,17.8459279518756,17.6856409786371,15.1977747036548,15.9245413059135,20.1914402126341,23.6503036716113,16.2218614888104,20.3810565807688,18.7651107443005,19.0268930955087,17.2571030074852,20.5741562379295,16.12555969593,20.3096342702777,16.5688225114048,14.2659120122996,13.6732065101269,9.89004904964947,21.2445931475802,17.4795712987512,18.7678465271399,20.5039007889835,18.9160441223574,19.6340175128895,13.7516661468224,18.9910466709707,20.7158811666575,17.1087788912558,20.6236850423446,14.202603687986,14.6792627668332,13.857960450423,12.3331384921204,15.9448275776216,16.1360689372387,24.4507059321805,17.7950356713149,16.9303113380714,7.17532312465089
"Junb",12.1716843798511,9.60283259787449,10.1443964466865,9.63794266467149,9.41850015919195,10.7325721006973,8.04145963182929,10.5287156540094,10.9383267268105,12.4179186822123,11.3755940972894,10.4158042389466,9.98205045010199,6.85819542790904,7.48676581405033,8.75512483846865,9.65149930974085,13.9600726696774,8.41076532560931,12.9169489660233,8.21727783364917,13.3569789976116,8.18474828758164,11.4566921552044,4.15761892785619,9.24972503710403,8.69578238240801,10.043469923964,6.23162983087401,9.07961516488338,8.77241080549022,7.80790937909275,8.39892713083411,7.96174044108827,9.19017125741358,7.67451945176142,10.059441104471,8.78775366273915,11.8382031430266,9.12723271277524,9.17552322800034,10.6786732241988,8.99071131650562,11.4064514456662,10.5255309225309,8.92296672296585,11.9339529077532,8.87680946241837,7.87811024043827,9.19950961492018,9.81325233238967,7.36790194018906,8.51692581711112,9.25059807634377,7.09835881902687,5.60229878524309,10.3509807967048,8.55287880455015,8.61154862913394,10.7188273269244,9.41780550504687,7.77451927517682,6.96374283172864,10.3069392574076,9.97566485828704,7.92859286918265,8.40428105268388,11.5895784658973,7.63577286680443,10.1510978499995,9.53355256608187,6.40861698598485,9.40296945025791,10.8382963564209,8.81619632108147,9.34116453422702,8.20888214139024,9.79385235747047,11.1774419543104,10.8621323143402,7.70902439435559,8.98546104113801,14.1219287663602,8.60738236189113,8.59103664912088,12.2867439083372,10.2933226498439,8.1243617340429,10.293817767641,10.0761598425264,10.6446425162017,9.91472074938719,10.9345493948403,10.4144911513873,11.5027728754884,10.4513956293295,7.37523537901172,9.04297633494834,8.05647510735171,10.6663411732309,13.6091680156323,9.21004152339296,9.18902535794995,8.34293710628414,11.8858746325333,13.0465762130441,7.39485055233087,7.67684998193762,8.28512720881469,10.0501798720094,11.5853848502595,11.3603976371647,9.76141626642853,11.1304499813373,7.62385395923108,8.15579465171308,12.5492922084321,12.0388964264834,8.76514438193204,12.5744334822405,9.91744835271897,9.55331347066074,9.98858094326669,12.041576874705,7.99278817040428,11.123039179897,10.2188350022984,8.07445046721239,8.43521476195798,7.06751221310791,10.6505049716055,8.99096295380521,9.04063866647187,10.3124728064041,8.57944303799332,11.3836851293051,7.87796400777836,9.54937427330702,11.9962641942691,12.0577001438886,13.5688502679071,8.38431364921622,8.11558396364947,9.5791110051485,8.14994175182286,8.60196638682185,8.49903887681721,12.3706825660242,11.7846050940305,12.2698047621051,4.50883166892176
"Jund",33.1600839663605,29.7914492783419,34.4152695200818,30.5793675856616,25.673304974254,31.5853866649704,30.1463761437652,30.2591720025743,28.4121849751951,36.5696703646979,33.2905753104671,29.6109600629012,30.9472199093241,27.0359188912297,29.5394278196169,25.510835158863,29.7277829295279,37.073147689353,25.3242691745092,33.7383271723997,30.3426225201937,38.2099077230844,26.4422423361295,29.1139623113432,18.1896802861749,30.0635473088597,29.4411385327102,30.2059986391769,23.9196981983077,25.9392811465925,25.404362195937,24.0957969508614,26.1859948351292,25.0793733414759,29.4068390055271,23.4285143007606,29.1778511351735,28.9514056887921,35.7113288434908,27.5404496484146,28.3162405477253,32.3426457491789,28.473569171776,35.7722834287577,32.048385343312,27.2461790973402,32.696618599751,23.9442506374356,26.0934989489627,27.5584162461761,32.7091969010218,24.8960343222308,26.0283031117784,30.2260575839929,23.409408030086,22.1117296773761,29.1243799021572,31.0336968288392,28.7685232661244,31.3116470018318,29.3499174106082,27.124785869816,21.9952889924957,34.0897129801862,29.673803685001,27.7450476318429,27.4819951144964,36.4304066660014,24.5816085325977,32.6369935307806,27.9661034435267,21.5755250584192,31.626111138039,33.3637273847527,26.9795207768598,30.4733223507948,24.9219842372525,32.4318361966667,28.688777589674,32.3630406666314,28.8881243204,30.255731908457,39.1168842540702,26.7719478876929,26.2581928975931,33.3111019261691,32.67014035734,26.1957125144533,34.3642262802216,28.9798332936242,33.6186014101671,30.8742900281647,30.3361140527109,28.4860585190044,34.6574415213769,30.5806410406615,22.8953286061493,27.9516784024842,27.5743272883357,33.6840556182496,38.0725407554541,28.1973261290422,28.6293449038615,26.7559309716561,34.0210707078398,39.0343116397586,24.2327690450802,22.48418726915,25.1486994577721,30.5852135472581,33.1441075289279,31.6883679200611,31.325933821144,31.8066959553322,23.2742664131991,25.0949136212517,35.1782787350795,40.7236572455554,28.2668520238063,35.9752027657071,30.982315163468,32.8836440403602,31.1939924924509,29.8596780935785,26.0462227368371,32.3881246823762,29.3586572890803,26.4274555259889,23.6113054948965,24.4025977245137,31.1545379734056,24.1329579843892,29.1560034463068,30.467610608561,26.9562786474983,34.9227936876854,25.2882731346987,32.3029390255072,32.9355047392948,32.861275654804,34.4036684066182,27.9239439534809,28.5852646771383,28.0603828153043,23.7396409909471,27.7617805195376,27.9014555645003,39.9094621682375,36.2727926043395,28.3267598388656,17.4382898158707
"Klf4",6.97622312871181,7.3735158435336,7.90553410860072,7.54890180627645,7.01687349746622,7.57967884926343,6.93642110815476,7.45005322405821,10.4267385789062,8.87470322915477,8.74915990759698,6.90557199099968,8.83254165380681,6.99589708683521,8.02584533433305,7.53971730293836,7.07025194226495,7.71389911197461,7.6042814817288,9.42124161819906,8.35482155145615,7.70552434272315,7.29094411170745,7.63537881845146,5.86940769219931,7.25523521819136,8.47843113625074,7.80940227511804,6.76566363330876,9.25588412267619,6.1168192006622,6.94647260337949,7.43172851689479,7.71478590019029,7.45868150178096,6.66748979002714,7.69255266902372,8.2146667333563,8.72419481058231,7.60361170584995,7.32535972544013,6.25593976598735,6.61827260023363,7.75146649438911,5.96360067372587,8.40589285379262,6.8435234513265,7.11417480136163,8.01233951191181,8.18154196089873,7.54838329995233,7.64979602952357,8.33561325571115,6.26577093340913,6.6637350379811,6.34961337236639,5.92270927406959,7.43368259776512,6.55458484956548,6.7495337033971,7.9393807872328,8.27496278131084,7.01021647006433,8.49873300991555,7.72724656275021,7.39641217964258,7.51693424120413,7.72604552590535,7.5459824610438,8.0796146580895,7.63972914782226,6.51702841145847,7.36231201534969,9.06752095794441,6.97027913136542,6.49852031867042,7.01191225905204,7.17518941332826,8.88517537603376,7.24539217974761,7.63295321563044,9.82003116438157,7.84977799805731,7.8540452707305,7.00657795036877,9.01169403197851,7.667243086934,8.64717082911928,8.49161824321469,6.93017173541471,7.54438277304685,9.44784928272497,8.0996174405579,8.3020346020759,6.95859519512169,7.88755483583805,6.73944117658823,7.22081304394339,8.541575157233,10.4215316457378,7.38204323141172,6.46594090975871,9.16986675466233,7.19713976761102,8.4607721841532,8.78444796072545,7.1843861880344,9.42178268121915,6.93745566245276,7.54953555908167,6.98783881867092,8.89899365816939,9.30855860481525,9.2937196103203,8.10819388684569,7.28139917606906,6.64217062295499,5.9299024650833,7.07420907616388,7.30424429464676,9.38975447624917,6.78488238783764,7.49616610482545,7.2533494288549,6.84243446009819,8.41975228165153,6.83681438346374,7.04004492627027,7.24628377152399,7.11233832343087,11.4794518642609,8.86173699561014,8.13092953514365,8.07413813414889,6.93193473966464,7.98610395189099,7.13387142920861,7.84161483257868,9.40077789554359,6.24700706712302,6.26959454984415,7.22372331298513,8.1790606451259,6.62391947592029,7.91383451940813,7.65176734153614,6.20174817715132,7.16372092964015,8.19598361960435,7.20157521448486,0
"Klf6",3.05180249964251,2.58360869911439,3.64903765766476,2.94559834035598,2.77572388729111,3.2701114042584,2.53563838104957,3.11024084349241,3.27243506984667,4.17041301149952,4.38709011198699,2.94835483583969,3.1685506960576,2.74911838075623,3.05230595825336,2.88296646508441,2.5076189156477,3.2468740981606,3.00688716509109,4.54961201208926,3.34962602624792,2.85636614787892,2.84010826451476,2.27013584619506,2.3470191554833,3.38482967530119,3.32163514127625,2.78381179772733,2.66278481494149,2.64552222709525,2.23209504936993,3.08450032354305,2.93205150565965,2.5938132807415,3.83766914685981,2.87529443891456,2.87768641808297,3.5779532327168,4.2866374927195,2.91432983302477,3.11779677234485,2.28592934888691,2.70651744495621,3.59400219935645,2.69864144856063,3.19329411795117,2.66646827509608,2.71439708426458,2.43271545157893,2.6409559165422,3.01123909491013,2.50836703643489,3.29120533950472,2.67231702391064,3.05812177424699,2.05999951648536,2.50943980348801,2.86587764583063,2.90988871052927,2.57699115089049,3.54995361071309,3.34537911463199,2.19464874066963,3.92708540688361,3.82325266614805,3.41672370321079,3.19205782142555,3.21326545325186,3.16916272963826,3.17070213626427,2.6188840498744,2.57932724902535,2.86346282596972,3.43140750221239,3.19186329707407,2.89223763481323,2.7711722331472,3.15525083517709,3.60114640715042,3.50836383447223,2.81884633577668,4.48805692467052,4.37112438645615,3.15108307981613,2.65970517269377,3.17144926165916,3.21107034157973,3.59887979096135,3.11831096313621,3.1650837914197,2.81151754547889,3.40654244247904,2.84198264173549,3.14809182668503,2.72178030272493,3.66326331133125,2.90203470076408,3.14754633601437,3.20877743679956,4.09272716501005,3.36940249079,2.45894667890599,3.47123018052647,3.21712712698418,3.19424219227105,3.35479882128035,2.43929699643949,2.62277811607291,1.9271536519108,2.77336375898821,3.10993528797139,2.23273545584053,3.46534283468079,3.6588602319302,3.14899614140173,2.08819700842555,2.61919979525772,2.32497202319244,2.70926860699632,3.51401147321522,3.73218426152339,3.15722662532581,2.83764842092908,2.57713654129719,3.49365321966155,3.53731811349004,2.63778038368431,3.0294260387243,3.01207799578975,2.39731414853157,4.93969735472593,2.86379839731409,3.77851036743028,3.63657246316051,3.19774072780122,3.34581795886216,2.31743548091385,2.85849197703619,3.07605543192533,2.47044816647503,3.3738532907392,2.76000793871875,2.81011313727069,2.54080167581656,2.32116137662704,2.13467182990484,2.46619059112663,3.92061367717168,3.83739044641271,3.423311437375,0
"Nfkbiz",1.3978227091136,1.18745407087722,1.40864084172421,1.26750381690205,1.27707587284515,1.39337512532205,1.17484035211366,1.44969211401553,1.43135560552753,1.97089434391666,1.409621495012,1.48304657599394,1.39127677797945,1.21752245720634,1.10882495713999,1.5959845261558,1.17758239746175,1.738901557066,1.02738435442693,1.95857467784952,1.42924430496598,1.47912440308719,1.15574672322145,1.4333629528976,0.798554500654459,1.22503736412009,1.24463243584774,1.40373119153824,1.06963873455329,1.3164382478828,1.38924090030008,1.04683978994651,1.33644887165539,1.06861346534466,1.67087143808274,1.09511671508363,1.06040003596726,1.11054479089138,1.49081585004081,1.52747764127926,1.42192090242105,1.24172845231087,1.60053639161303,1.45257363276144,1.21200036756945,1.38148608239872,1.80948575440726,1.42339072486325,1.41549203574641,1.14708711489605,1.33877065948119,1.3804599373418,1.17228523792203,1.24123290262494,1.31795775777052,1.49620886517977,1.09911441717294,1.01040427193332,1.09023656878952,1.05715719562639,1.05363710389418,1.16299280674289,0.909853796527021,1.58241818177354,1.27762194017448,1.48828357245315,1.22517495450949,1.7661626613238,1.4424112819906,1.47602007006481,1.45076091170285,0.939248451538302,1.18646919607054,2.29778380211598,1.22076119893672,1.16979645447996,1.5809502221837,1.45969615447102,1.58444831387506,1.24534771813926,1.2079292369447,1.9519203755953,2.23967179467065,0.839641451590951,1.14973656627093,1.86850450883005,1.51111651282359,1.46505438519289,1.56732821682711,1.13184161743673,1.0722409253949,1.10680527636715,1.55118244476009,1.62084423739651,1.1111663705302,1.61082203227005,1.28810186972382,1.69533118599446,1.30860199922637,1.59996336375958,1.49307392042965,1.26647915233775,1.3741126363481,0.939918322876927,1.01045861337892,1.2793793940496,1.09385294587258,1.9259355229019,1.52214334277915,1.42958576243937,1.5047919124323,1.02131076939452,1.74484630774544,1.09503978332825,1.51006843066587,0.836471465624535,1.3629893211667,1.02698464562439,1.21508026215463,1.78455732610281,1.61161970084487,1.57749430688084,1.06456790653667,1.48622744710069,1.1262997682721,1.48111238631711,1.48600081527263,1.28709845360542,1.37533675531375,1.02759343409409,1.68976591477866,1.74758903499896,1.52778049999698,1.24352133661591,1.86054310585815,1.82836093644243,1.21221618106224,1.85498799297931,1.72758056322983,1.17126772255885,1.38137276931231,1.30008799037711,1.0391319278498,1.43127030611563,0.875330775879881,1.21461581624095,1.04506350014967,1.79672406938839,0.682450198205866,1.07666321859739,0.996512207274539
"Nr4a1",2.63804363389053,1.90277186551712,3.3912177897627,2.22213873496168,1.75642059253465,2.87188111306997,1.67726480584771,2.64768593747899,2.85330524258225,4.26967504206725,4.33749879253982,2.75784673906387,2.10993508800688,0.887817817229992,2.45147542708874,1.70253537571231,1.82613713976083,3.04925117604809,2.23933510325877,8.40841755162062,2.54282162831765,2.4643035507944,1.55896450951983,1.8596485456094,0.856321586379889,1.46942723065418,2.71162867422794,2.10737245070161,1.14390255099578,1.68471800167116,1.03140182823474,1.82029681323739,2.2804994448239,1.73774771018558,3.07944924233256,1.56172821701582,2.55333084558952,3.20549997826789,5.55052190729781,1.84537197602015,2.55131310802276,1.55355410753408,2.08861450906068,2.74059777563627,1.55364751909384,2.50444013516732,3.56602032921213,3.01430790673019,1.93915925142365,1.33114649322084,3.22616796955136,1.0715386957492,1.79962092173038,2.29505439667294,1.88214052002878,1.17913279649623,1.64765507888955,1.4000928978533,2.0755309627326,1.05571330254195,2.31206823551271,2.13074612105713,2.32717149393814,4.2836887194787,2.92277568059962,2.97926033829227,1.72211672631924,3.11570179562293,1.26331534455825,3.06848775713235,2.14129408862418,1.09364491379928,1.73006590389987,3.36783713378298,1.2465931482018,1.31147068843956,1.99811719448088,2.52685595826855,2.33368688360029,2.96587165043392,1.49012425647537,5.00450880465315,6.30505975229979,1.89941432990883,1.77565239656813,3.54342295029208,3.68619455787889,3.02053040722619,2.77397910356303,1.90803781040317,1.8176968884395,2.12052792504717,2.98903974747883,1.91135849219968,2.10485899404609,2.90306916882605,2.07945582076078,2.14681837757635,2.49285602494964,5.53720628237512,2.86673428065141,1.82550978769503,1.84801641064154,1.46305952747457,3.28631159539288,3.12250889463875,1.38720209496589,0.375843107831268,1.9190501326738,2.68875045727099,3.60377710539802,0.981841133538677,3.83469824339858,1.8745298979755,1.99340603100409,1.3161829798904,1.80005317875204,1.35991146145726,2.09783983814358,2.3928423333405,3.91240068822808,3.07399043180981,2.26138663879278,2.64786965174698,2.30264376863068,4.37146760233488,2.4581337198446,1.23601882378543,2.17193368966485,0.968033453232649,7.09483430525628,1.80906637495986,3.09166557638475,2.54284172074194,1.2893648421566,3.38227932232527,1.61053245725526,2.75493475814589,3.16059016456241,2.38078870713459,3.28898565611837,1.82703602018466,2.52833879097,1.66951915918276,1.07450088664958,1.3735574475423,1.57084506018721,2.61488549800181,2.96840518872793,3.51451612884625,0
"Ppp1r15a",0.796312276980647,0.760563048255446,0.859814525978395,0.945214906177434,1.19363401827441,0.892723685518038,0.608896016523009,0.778894023528457,0.692157382412047,0.98183143420029,0.652262004805672,0.887270267366277,0.985713217911757,0.546612794067591,0.918086074103703,0.782714774453172,0.724822390437848,1.03815950616498,0.785638592894357,0.817488288111033,0.827901750676764,0.924365725109428,0.685947434039148,0.749872015222549,0.633243611148809,1.01402017984309,0.69081438290899,0.821304473286457,0.636514959566478,0.730771391045569,0.734148982765473,0.62334028305148,0.708626245064189,0.577463046864328,0.779008265740307,0.694317010813104,0.583280654049135,0.595727659285956,0.6002494596886,0.72677990688928,0.774617646535462,0.771503354898778,0.897333528017777,0.976588867359333,0.768391527900176,0.808531658138362,0.822961598792927,1.07533842725292,0.78077904365758,0.665202004342038,0.992702241144143,0.699157661112954,0.74405883204735,0.643704942633243,0.684748814103394,0.686947557197705,0.724433749907845,0.766874031188811,0.553669214314253,0.689112744453062,0.863545621284307,0.633646611750355,0.513132680562019,0.982911556219491,0.932411377430452,0.69742405191496,1.20801972692809,0.602720856959355,1.0326521362967,0.666101144904746,0.824092475481006,0.45591971177906,0.696322217087834,1.21743150767682,0.559812497823952,0.959996627215736,0.723299224350569,0.840388721225454,0.654740489689827,0.819562347056426,0.747776194101225,1.30277889067588,1.33302150665861,0.921065379052611,0.494897906905605,0.82009900911942,0.828566290884099,0.895557813297884,0.744360179775612,0.722984105332118,0.839430994895783,0.468926014585403,0.951790523012029,0.976858919733257,1.0831860940473,0.815797559049153,0.554912750730155,0.913206280681178,1.03330607457722,0.534423191911404,0.829438317190066,0.447150023996375,0.928869858140579,0.750899473295866,0.887324233158626,1.0259113063921,0.762783720250849,0.696380210955314,0.57234506875904,0.924277041655104,0.820981947160907,1.31449921520967,0.973192360733775,0.830779811593063,0.931182659889622,0.525765366609047,0.696391531126582,0.675068495563698,0.527539122705182,0.95257768237547,0.740392221511368,0.87500510818875,0.545589936981493,0.992054462912604,0.810356642980566,0.882123454567535,0.957994841798948,0.502863225621315,0.733620242597083,0.570338834386569,1.30173089950111,0.640326444965898,0.861641733465716,0.858618288155401,0.50742565584655,0.852094357798789,0.513144715066407,1.19907785118652,0.80862118486922,0.855090474277178,1.06475433563381,0.639393260671826,0.564486494946372,0.521826109267808,0.513807024992671,0.869541744301323,0.565898436093864,1.17891613967298,0.994715056020001,1.71074670449724,0
