"ko","pval","chisq","n","avg_fc","module","padj","lpadj","avg_lfc","lfc"
"Pappa2",0.948029351223614,29.9233530712987,20,0.90759033372704,"cluster7green",1,0,-0.139886851190385,-0.139886851190385
"Pak7",0.666052540250716,39.4676922879749,22,0.928186369694211,"cluster7green",1,0,-0.107513583027772,-0.107513583027772
"P3h2",0.121723114724997,55.1044561358304,19,1.21841180834341,"cluster7green",0.507821644237726,0.294288792685051,0.285001829009353,0.285001829009353
"Obscn",0.965010757557836,28.598622797773,18,0.641676807944237,"cluster7green",1,0,-0.640081253892459,-0.4
"Nsd1",0.99376928546515,24.0591910541751,21,1.30263027620694,"cluster7green",1,0,0.381427663819707,0.381427663819707
"Notch2",0.999964219876144,16.0759733280755,17,1.09151201176197,"cluster7green",1,0,0.126328006841825,0.126328006841825
"Notch1",2.98232396527708e-28,236.916606278374,22,1.49809585814202,"cluster7green",1.76046138547326e-26,20,0.583129939979267,0.4
"Neb",0.712118328569425,38.3386852923591,21,1.24598958316737,"cluster7green",1,0,0.317292007065283,0.317292007065283
"Nav3",0.000397180470437665,82.4314821339631,20,1.58009784431832,"cluster7green",0.00341488860995862,2.46662345797638,0.660013897099989,0.4
"Myh8",0.812901484979807,35.5900528172135,21,0.812946313064097,"cluster7green",1,0,-0.298768014953181,-0.298768014953181
"Myh2",0.1965404918255,51.7687551225199,21,0.724014698496544,"cluster7green",0.740302519209383,0.13059077273468,-0.465909108583273,-0.4
"Myh1",0.642857183295894,40.0198630470026,20,0.99949156151218,"cluster7green",1,0,-0.000733708223534434,-0.000733708223534434
"Muc5b",0.350396242295335,47.006796668604,21,0.543111648737886,"cluster7green",1,0,-0.880679288159671,-0.4
"Muc4",0.93469614061816,30.7582166358267,20,1.00041805705921,"cluster7green",1,0,0.00060300281011558,0.00060300281011558
"Muc3",0.859308027100023,34.0767533272363,21,0.989765657822938,"cluster7green",1,0,-0.0148411094091334,-0.0148411094091334
"Muc2",0.770075542156437,36.8220629665944,20,0.886196814055718,"cluster7green",1,0,-0.174300954651496,-0.174300954651496
"Muc16",0.919776045523853,31.5624999650445,21,0.677593672545761,"cluster7green",1,0,-0.561507692220607,-0.4
"Mroh2b",0.116086304082728,55.4141379002847,21,1.93132706156845,"cluster7green",0.489147693040359,0.310559990389828,0.949592498906777,0.4
"Mgam",0.532211655207765,42.5879641450572,20,0.696809950505075,"cluster7green",1,0,-0.521162868996185,-0.4
"Magi2",0.0850435633463184,57.3739049169634,20,1.06517835640295,"cluster7green",0.38091426164744,0.419172766801286,0.0910950195160599,0.0910950195160599
"Macf1",0.667162222179581,39.4410474731349,22,0.564421185683972,"cluster7green",1,0,-0.825155954033023,-0.4
"Lrp2",0.896716660879726,32.628831789421,19,0.842869297843042,"cluster7green",1,0,-0.246619162383118,-0.246619162383118
"Lrp1",0.780783145767863,36.5249910818271,19,0.783184499215789,"cluster7green",1,0,-0.352575883477181,-0.352575883477181
"Lrp1b",0.490517445082986,43.5565556317691,22,1.02026989724372,"cluster7green",1,0,0.0289508462244742,0.0289508462244742
"Lama5",0.840120163891161,34.7314128425053,21,0.73942006561827,"cluster7green",1,0,-0.435533900462587,-0.4
"Lama2",0.564138497731734,41.8511657727422,20,0.633576409544017,"cluster7green",1,0,-0.658409475485395,-0.4
"Kmt2d",0.255277099951672,49.7444368150157,19,1.23342182046751,"cluster7green",0.90530100914448,0.0432069955185644,0.302666274374737,0.302666274374737
"Kmt2c",0.667120202595948,39.4420568325596,21,0.539533513289226,"cluster7green",1,0,-0.890215518946974,-0.4
"Kdr",0.921828553324803,31.4582312529139,20,0.786032734353333,"cluster7green",1,0,-0.347338700080518,-0.347338700080518
"Hras",0.993094534012399,24.2878197715023,19,1.24946136623612,"cluster7green",1,0,0.321306293500447,0.321306293500447
"Hmcn1",0.0340716109391105,62.5791533289575,22,0.448294285288012,"cluster7green",0.175231757170588,0.756387184046272,-1.15748198639592,-0.4
"Herc2",0.889375192400053,32.9356963506186,19,1.06853799159003,"cluster7green",1,0,0.0956382035561122,0.0956382035561122
"Fmn2",0.754368068864837,37.2470224696135,22,0.602076541778954,"cluster7green",1,0,-0.731981186929988,-0.4
"Flg",0.40870279489596,45.5174840721273,22,0.586812622768242,"cluster7green",1,0,-0.769028190117913,-0.4
"Fgf4",0.357331239310643,46.8239951133018,19,1.21493390205035,"cluster7green",1,0,0.280877826770875,0.280877826770875
"Fgf3",0.16739980161442,52.9325820864087,21,1.05250502142704,"cluster7green",0.652281985601015,0.185564615440576,0.0738271163041308,0.0738271163041308
"Fgf15",0.866798613413305,33.8073215754294,22,0.911266146036232,"cluster7green",1,0,-0.134055623198088,-0.134055623198088
"Fbxw7",0.445565092532778,44.6202808353511,21,0.5966713158498,"cluster7green",1,0,-0.744991671900923,-0.4
"Fat4",0.88505160743979,33.1104993153959,21,0.740865753750593,"cluster7green",1,0,-0.432715947692932,-0.4
"Fat3",0.53810252982491,42.4518730928146,22,0.996600034596533,"cluster7green",1,0,-0.00491347078339136,-0.00491347078339136
"Fat1",0.194194538943049,51.8577098384634,19,0.840436992762801,"cluster7green",0.734642972404654,0.133923671508864,-0.250788429662611,-0.250788429662611
"Fam135b",0.43639862834023,44.8408989306374,22,0.955526043599371,"cluster7green",1,0,-0.0656328993825744,-0.0656328993825744
"Fadd",0.69025334419613,38.8809116893846,22,0.64019533077744,"cluster7green",1,0,-0.643415940166938,-0.4
"Erich3",0.959362238031143,29.0831972441517,19,1.17627284212407,"cluster7green",1,0,0.234222739021105,0.234222739021105
"Erbb4",0.786512411150769,36.3633060484861,19,1.06428765461845,"cluster7green",1,0,0.0898881337374645,0.0898881337374645
"Epha7",0.738478408835597,37.6654932462176,22,0.661268383339261,"cluster7green",1,0,-0.596692170010441,-0.4
"Epha5",0.979433460047565,27.0164474383715,21,0.89749119978475,"cluster7green",1,0,-0.156030302012001,-0.156030302012001
"Ep300",0.894454422352828,32.7248133355931,19,1.05895479284897,"cluster7green",1,0,0.0826410014882104,0.0826410014882104
"Dst",0.488438907680578,43.6051979248819,21,1.34782652880279,"cluster7green",1,0,0.430634827276126,0.4
"Dscam",0.350909460036028,46.9932081891147,20,0.751936668928425,"cluster7green",1,0,-0.411316937333452,-0.4
"Dnah9",0.947735245188033,29.9433144996715,21,1.02233683498479,"cluster7green",1,0,0.0318706073313205,0.0318706073313205
"Dnah6",0.719790517494067,38.1451656564555,22,1.0360261839908,"cluster7green",1,0,0.0510604654147268,0.0510604654147268
"Dnah5",0.840110541357834,34.7317297591537,20,0.897982401610712,"cluster7green",1,0,-0.155240923147817,-0.155240923147817
"Dnah3",0.243591185092554,50.1205572475518,21,0.719961094405876,"cluster7green",0.872647769058923,0.0591610172592742,-0.474009147254965,-0.4
"Dnah17",0.846345291637898,34.5241284671454,20,1.00955606815315,"cluster7green",1,0,0.0137210364745066,0.0137210364745066
"Dnah11",1.07089274679481e-06,103.474773744189,22,1.70713764469957,"cluster7green",1.30319409648415e-05,4.88499089606462,0.771579386028008,0.4
"Dnah10",0.775699758379959,36.6668243591763,22,0.957611587106231,"cluster7green",1,0,-0.0624874858812588,-0.0624874858812588
"Dmd",0.985214980930568,26.1262781084252,20,0.89477669089193,"cluster7green",1,0,-0.160400420489239,-0.160400420489239
"Dgkb",0.808584570730768,35.7200796339285,21,0.69432721530827,"cluster7green",1,0,-0.526312373512505,-0.4
"D630045J12Rik",0.0459280437524506,60.954917295346,22,0.660763849067661,"cluster7green",0.223976206441247,0.649798115416391,-0.59779333700031,-0.4
"Cubn",0.985624140435346,26.0534457053699,21,0.774144911691504,"cluster7green",1,0,-0.369324446075482,-0.369324446075482
"Cttn",0.921574315828259,31.4712454656105,20,0.798255176849101,"cluster7green",1,0,-0.325078090887412,-0.325078090887412
"Csmd3",0.0348672759147235,62.4557874691394,21,0.428712773946034,"cluster7green",0.178395958916858,0.748614987627984,-1.22191669048256,-0.4
"Csmd2",0.792994506235951,36.1778946492795,21,0.873507004497014,"cluster7green",1,0,-0.195108822984493,-0.195108822984493
"Csmd1",0.987965071272402,25.6018303019727,21,1.03898665822417,"cluster7green",1,0,0.0551771285083373,0.0551771285083373
"Crebbp",0.868125596182244,33.7586705243914,21,0.615062086472743,"cluster7green",1,0,-0.701196046508108,-0.4
"Col6a6",0.550653030927855,42.1622226262762,21,0.712013174897286,"cluster7green",1,0,-0.490024158213773,-0.4
"Col6a5",0.668991888343709,39.397064483391,22,0.559903804723963,"cluster7green",1,0,-0.8367491112327,-0.4
"Col6a3",0.0084032520919661,69.5244264848958,20,0.54071807471239,"cluster7green",0.052256072364349,1.28186323553085,-0.887051512349278,-0.4
"Col4a4",0.209385438636177,51.2943704990665,20,0.82023942204891,"cluster7green",0.78124472623215,0.107212901329157,-0.285883011271351,-0.285883011271351
"Col22a1",0.933390111266123,30.8333544367848,20,0.805285385607023,"cluster7green",1,0,-0.312427943416958,-0.312427943416958
"Col1a2",0.921433011447344,31.4784664896196,21,0.999898685512202,"cluster7green",1,0,-0.000146173313978541,-0.000146173313978541
"Col11a1",0.931135503147516,30.9607120766313,22,0.887340791569736,"cluster7green",1,0,-0.172439803345748,-0.172439803345748
"Cfh",0.999474561301076,19.5575388801089,21,0.730557177324175,"cluster7green",1,0,-0.452930904385733,-0.4
"Cdkn2b",0.849835960672548,34.4058378054961,21,0.735247012797497,"cluster7green",1,0,-0.443699077224859,-0.4
"Cdh2",0.748790067280901,37.395143961652,19,0.859508638716739,"cluster7green",1,0,-0.218415954926706,-0.218415954926706
"Cdh10",0.772667013516531,36.7507475815,17,0.969622118506226,"cluster7green",1,0,-0.0445054857059529,-0.0445054857059529
"Ccnd1",0.914806473826914,31.8077949504477,22,0.580972963987728,"cluster7green",1,0,-0.783457066590386,-0.4
"Casp8",0.00371853415468377,73.2046753128894,20,1.59058742860378,"cluster7green",0.0253129132216425,1.59665786972612,0.669559673572816,0.4
"Cacna1e",0.966307210828213,28.479304221175,19,0.77561797137668,"cluster7green",1,0,-0.36658186323786,-0.36658186323786
"Aspm",0.985925485256845,25.9987479655324,20,1.07049394249459,"cluster7green",1,0,0.0982766321010611,0.0982766321010611
"Apob",0.730902121910559,37.8614641584985,21,0.859690112394005,"cluster7green",1,0,-0.218111381444381,-0.218111381444381
"Ano1",0.948209124313213,29.9111118936698,21,0.868837018287832,"cluster7green",1,0,-0.202842521944751,-0.202842521944751
"Ank2",0.171828765467102,52.7467458791856,22,0.805819753311252,"cluster7green",0.665605061138479,0.176783384409405,-0.311470923733326,-0.311470923733326
"Akap9",0.503210165604683,43.2603855050488,20,0.66388023696516,"cluster7green",1,0,-0.591005089942088,-0.4
"Ahnak",0.194291165324703,51.8540310719412,18,1.16751282278525,"cluster7green",0.734642972404654,0.133923671508864,0.223438395131593,0.223438395131593
"Ahnak2",0.209748164286611,51.2812698846198,21,0.673643766174944,"cluster7green",0.781860499296463,0.106870727490311,-0.569942222527613,-0.4
"Aff3",0.812660249671026,35.5973588626924,22,2.37732391316022,"cluster7green",1,0,1.24933848555753,0.4
"Adgrv1",0.216542931524486,51.0386709688725,21,0.631167125150996,"cluster7green",0.797418337224715,0.0983137816358264,-0.663906031514412,-0.4
"Adgrl3",0.969401453116364,28.1799763584143,21,0.859398322706909,"cluster7green",1,0,-0.218601133489714,-0.218601133489714
"Adgrb3",0.00706997869873775,70.3226511671096,21,0.551066230967896,"cluster7green",0.0447818527367218,1.3488979425415,-0.859702372557881,-0.4
"Abca13",8.04356135461184e-05,88.4818406290177,21,1.29516034551097,"cluster7green",0.000777806483068211,3.10912844130039,0.373130719806182,0.373130719806182
"Zmat3",0.144052803262497,53.9773059882964,22,0.889857567482919,"cluster5red",0.57781829300525,0.238208713053471,-0.168353661202145,-0.168353661202145
"Zfp831",3.19443995210885e-07,107.42081408896,22,0.752651372875305,"cluster5red",4.22542140822425e-06,5.37412997165159,-0.409946329713596,-0.4
"Zfp804b",0.991570590563176,24.7436538108479,17,1.01019488876809,"cluster5red",1,0,0.0146336473692007,0.0146336473692007
"Zfp78",0.628064202709901,40.3679743337202,20,1.04025110482359,"cluster5red",1,0,0.0569318206322945,0.0569318206322945
"Zfp469",0.924928938568762,31.297184034957,19,1.01850074394856,"cluster5red",1,0,0.0264470340990918,0.0264470340990918
"Zfhx4",0.982224861370578,26.6151671381111,16,0.966907036218862,"cluster5red",1,0,-0.0485509071844851,-0.0485509071844851
"Xirp2",1.10204503388686e-10,131.722651689151,20,0.752418271361017,"cluster5red",2.08544885599165e-09,8.68080045642135,-0.410393211892988,-0.4
"Vps13b",3.77799744642994e-18,178.685890905472,21,0.65728783758489,"cluster5red",1.32229910625048e-16,15.8786702956059,-0.605402805134442,-0.4
"Vcan",0.604694068723784,40.9131844171421,19,0.875884592492309,"cluster5red",1,0,-0.191187303608304,-0.191187303608304
"Ush2a",0.759519121916608,37.1089849450421,18,0.96680629828342,"cluster5red",1,0,-0.0487012232809091,-0.0487012232809091
"Unc13c",0.984098292325388,26.3172545215153,19,1.0552433967706,"cluster5red",1,0,0.0775758015996891,0.0775758015996891
"Ttn",0.00462551448876943,72.2400664796897,21,1.27080556493415,"cluster5red",0.0309018746673701,1.51001517322894,0.345743312826399,0.345743312826399
"Trp53",0.0013954352860598,77.3805156659134,17,0.931711029713685,"cluster5red",0.0106133587622433,1.97414715511175,-0.102045522671454,-0.102045522671454
"Tpcn2",0.646789948986406,39.9268326093338,21,0.886116984346284,"cluster5red",1,0,-0.174430920266048,-0.174430920266048
"Tnxb",1.66946461198912e-06,102.003077446418,22,1.16831468577241,"cluster5red",2.00082804255059e-05,4.69879023439249,0.224428916731544,0.224428916731544
"Tnni3k",0.478349759163438,43.8419500013498,17,0.826468716200819,"cluster5red",1,0,-0.274967883761937,-0.274967883761937
"Thsd7a",0.425811072482143,45.0976611267774,18,1.05122336318647,"cluster5red",1,0,0.0720692446795681,0.0720692446795681
"Tet1",0.000968835626234423,78.8784131381682,21,0.724153510919177,"cluster5red",0.00764819341668092,2.11644113763375,-0.465632532985137,-0.4
"Tenm1",0.941126253333162,30.3722380342778,20,0.838839341285623,"cluster5red",1,0,-0.253533569949405,-0.253533569949405
"Syne2",0.770619974464526,36.8071104200282,20,0.868185972287449,"cluster5red",1,0,-0.203923982449559,-0.203923982449559
"Syne1",0.365013736349519,46.6234773128621,22,0.76045022597613,"cluster5red",1,0,-0.395074273088035,-0.395074273088035
"Spta1",0.00651700631664869,70.6953110668992,19,0.85814362626894,"cluster5red",0.0418421428284831,1.37838608239231,-0.220708965152233,-0.220708965152233
"Sphkap",0.00587754041550881,71.1646595564107,22,0.975451409769532,"cluster5red",0.0383591952860352,1.41613051220263,-0.0358580853339149,-0.0358580853339149
"Spag17",0.0726018716152611,58.3273893412522,18,0.835903223116807,"cluster5red",0.334431326439027,0.475693048630161,-0.258592171255108,-0.258592171255108
"Sox2",6.23337275726883e-05,89.416751153461,20,1.24941305231848,"cluster5red",0.00060871578407403,3.21558543679245,0.321250506583843,0.321250506583843
"Slit2",0.193491933049668,51.8844982763761,19,0.835283818129556,"cluster5red",0.734000328888373,0.13430374548669,-0.259661605761568,-0.259661605761568
"Sis",0.692219524350935,38.8326650479799,21,0.8097280031298,"cluster5red",1,0,-0.304490723230406,-0.304490723230406
"Shank2",0.346227244140229,47.1175473695464,20,1.11487227151184,"cluster5red",1,0,0.156878433184195,0.156878433184195
"Scn9a",0.923680740466584,31.3625499506116,19,0.887614896457903,"cluster5red",1,0,-0.171994215020752,-0.171994215020752
"Ryr3",0.994654668761757,23.7260747943098,16,0.888931639786076,"cluster5red",1,0,-0.169855617040026,-0.169855617040026
"Ryr2",0.891390417063662,32.85276776434,20,0.811417053933968,"cluster5red",1,0,-0.301484470224113,-0.301484470224113
"Ryr1",0.119441053372328,55.2284487555627,21,0.867454883824952,"cluster5red",0.499882927076781,0.301131695819849,-0.205139369559123,-0.205139369559123
"Runx1t1",0.970610206474898,28.0568471458887,17,1.09491645576941,"cluster5red",1,0,0.130820793620651,0.130820793620651
"Rp1",0.79231918803168,36.1973390177913,17,1.18615182490399,"cluster5red",1,0,0.246288683591618,0.246288683591618
"Ros1",0.759531749939702,37.1086450090369,19,1.06449336066146,"cluster5red",1,0,0.0901669516026509,0.0901669516026509
"Reln",0.192772855961416,51.9119856804135,20,0.831405056041097,"cluster5red",0.732388708287607,0.135258360118821,-0.266376573406629,-0.266376573406629
"Ptprd",0.303837283602985,48.2856624782468,21,1.13004678355772,"cluster5red",1,0,0.176382500967522,0.176382500967522
"Prkdc",0.750045731968258,37.3619196676874,20,1.09216686497322,"cluster5red",1,0,0.127193292959453,0.127193292959453
"Prex2",0.915540135408741,31.7721900557501,19,1.00386420225439,"cluster5red",1,0,0.00556412189352932,0.00556412189352932
"Ppfia1",0.985518092563829,26.072478669954,20,1.02575385299307,"cluster5red",1,0,0.0366845733711287,0.0366845733711287
"Plec",0.258088901048518,49.6555734705159,21,0.6831959168602,"cluster5red",0.911376431827579,0.0403022064531256,-0.549628742211078,-0.4
"Pkhd1",0.0879763196112377,57.1660212341892,22,1.12719718707366,"cluster5red",0.390512170664922,0.408365426395517,0.172739916511837,0.172739916511837
"Pkhd1l1",0.00346061843229113,73.5193557006964,22,0.832999857786282,"cluster5red",0.0237205301554791,1.62487560868779,-0.263611845600313,-0.263611845600313
"Pik3cg",0.199466012500417,51.6588594524656,20,0.859147699591247,"cluster5red",0.749893611634174,0.125000346151718,-0.219021922603267,-0.219021922603267
"Pik3ca",0.591713047089599,41.2141954797222,20,0.88656642827814,"cluster5red",1,0,-0.173699362063469,-0.173699362063469
"Peg3",0.90367910461816,32.3247623910044,19,0.864897766884142,"cluster5red",1,0,-0.209398482283477,-0.209398482283477
"Pclo",0.694902695721695,38.7666708353699,19,1.03006162874267,"cluster5red",1,0,0.042730656652741,0.042730656652741
"Pcdh15",0.0243820165508635,64.3301489987624,15,1.18034294796729,"cluster5red",0.130842436171866,0.883251378287896,0.239206094711909,0.239206094711909
"Pcdh11x",0.724904111205428,38.0151302707823,20,0.968644368475996,"cluster5red",1,0,-0.0459610082039828,-0.0459610082039828
"Pappa2",0.993224465036086,24.2452638123958,18,1.04449408038739,"cluster5red",1,0,0.0628043160335875,0.0628043160335875
"Pak7",0.122365065194045,55.0699041524191,21,0.872296309097221,"cluster5red",0.509425087202575,0.292919671533051,-0.197109809597031,-0.197109809597031
"P3h2",0.131219357904185,54.6071346723297,21,0.838306213291266,"cluster5red",0.538912316210853,0.268481890997981,-0.254450772558832,-0.254450772558832
"Oraov1",0.994722848131855,23.6985791447524,20,0.853317692357553,"cluster5red",1,0,-0.228845134282986,-0.228845134282986
"Obscn",0.159384361448609,53.2782856930775,21,0.821254280827707,"cluster5red",0.628055958021407,0.202001660120683,-0.284099109315034,-0.284099109315034
"Nsd1",0.252408026046873,49.8357483254198,22,0.654565034030616,"cluster5red",0.896116465902498,0.0476355425569204,-0.611391557243402,-0.4
"Notch2",0.76959122058204,36.8353514025248,19,0.923062102593926,"cluster5red",1,0,-0.115500380829654,-0.115500380829654
"Notch1",0.708811568136744,38.4215391005787,12,0.997672105846589,"cluster5red",1,0,-0.00336235647601097,-0.00336235647601097
"Neb",0.992522882138182,24.4676157280583,19,0.870931154515653,"cluster5red",1,0,-0.199369413909838,-0.199369413909838
"Nav3",1.05841217387436e-16,169.944439841144,22,1.44489466240653,"cluster5red",3.32223821243896e-15,14.4785692308134,0.530964319325854,0.4
"Myh8",0.690341558566213,38.8787490731586,21,0.971057878713397,"cluster5red",1,0,-0.0423708066123651,-0.0423708066123651
"Myh2",0.28636430154954,48.7933644938609,17,0.934273421177079,"cluster5red",0.977196559644894,0.0100180706894611,-0.0980832690964497,-0.0980832690964497
"Myh1",0.658463274083406,39.6493249445616,17,1.00182739659876,"cluster5red",1,0,0.00263397008908993,0.00263397008908993
"Muc5b",0.43426384317879,44.89249680929,19,1.16063212199662,"cluster5red",1,0,0.21491076300953,0.21491076300953
"Muc4",0.619583422272301,40.5664115532933,17,1.02191019705586,"cluster5red",1,0,0.0312684213688497,0.0312684213688497
"Muc3",0.626032965327128,40.4155709215001,17,1.21774654817711,"cluster5red",1,0,0.284213893722547,0.284213893722547
"Muc2",0.356140718732445,46.8552526361607,17,1.07121150587464,"cluster5red",1,0,0.0992433618345502,0.0992433618345502
"Muc16",1.36264163466414e-07,110.149355725137,22,0.816616839537413,"cluster5red",1.88435233045338e-06,5.72483789089258,-0.292268777059019,-0.292268777059019
"Mroh2b",0.902606171278119,32.3725172799076,21,1.15907943597039,"cluster5red",1,0,0.212979442921967,0.212979442921967
"Mgam",0.687114368607007,38.9577443321431,21,0.79840360732073,"cluster5red",1,0,-0.324809855860522,-0.324809855860522
"Mdn1",0.813573485788911,35.5696752179148,20,0.945919774601002,"cluster5red",1,0,-0.0802102640639768,-0.0802102640639768
"Magi2",0.816405667583976,35.4833762493638,19,1.01953217616562,"cluster5red",1,0,0.0279073071466239,0.0279073071466239
"Macf1",0.457810217010027,44.3277586102519,20,1.10524672759415,"cluster5red",1,0,0.144368462778135,0.144368462778135
"Lrp2",0.660644503920657,39.59722551616,20,1.0312187690036,"cluster5red",1,0,0.0443504272509049,0.0443504272509049
"Lrp1",0.81680883685049,35.4710357978029,20,1.06612946023986,"cluster5red",1,0,0.0923826353820116,0.0923826353820116
"Lrp1b",0.896288811023237,32.6470856665485,22,1.0823615867894,"cluster5red",1,0,0.114182543824879,0.114182543824879
"Lama5",0.613499155868856,40.7083407824231,21,1.18829278755687,"cluster5red",1,0,0.248890350543879,0.248890350543879
"Lama2",0.708952480375972,38.4180149904397,21,1.02683154942273,"cluster5red",1,0,0.0381995285449305,0.0381995285449305
"Kmt2d",1.02064799290411e-16,170.040475115484,19,1.53671570877602,"cluster5red",3.22933024954862e-15,14.4908875393053,0.619850292240809,0.4
"Kmt2c",0.248497791814018,49.9612621870547,18,0.992960882327718,"cluster5red",0.885405153261008,0.0528579546563502,-0.0101912109538769,-0.0101912109538769
"Kdr",0.0144890729225524,66.9319478913814,19,0.813354913729093,"cluster5red",0.0837781921179747,1.07686901568236,-0.298043074018764,-0.298043074018764
"Huwe1",0.000294136057371983,83.5976043170049,22,0.504616177564354,"cluster5red",0.00258512912645821,2.58751775914347,-0.986741636258952,-0.4
"Hras",0.000143442646984379,86.3308586679378,20,0.730934662922281,"cluster5red",0.00134117179390832,2.87251558876453,-0.452185643143066,-0.4
"Hmcn1",0.0134307801235884,67.3002902640534,22,1.35224937083761,"cluster5red",0.0791635400727155,1.10147479304485,0.435361226247426,0.4
"Herc2",0.608702191906497,40.8200140908638,17,0.973042813472828,"cluster5red",1,0,-0.0394248105119563,-0.0394248105119563
"Fmn2",0.845313087506789,34.5588178968064,17,1.16208931964321,"cluster5red",1,0,0.216720960355159,0.216720960355159
"Flg",0.721601307165952,38.0992177269479,19,1.17740196575297,"cluster5red",1,0,0.235606941443181,0.235606941443181
"Fgf4",0.795076428392813,36.1177573717884,21,1.02722822180888,"cluster5red",1,0,0.0387567443567454,0.0387567443567454
"Fgf3",9.18704260551237e-05,87.9913237854402,17,1.02730650473945,"cluster5red",0.00087977611391771,3.05562783337365,0.0388666849620936,0.0388666849620936
"Fgf15",0.459864110933927,44.2789198698017,21,0.841301113951839,"cluster5red",1,0,-0.249305840359451,-0.249305840359451
"Fbxw7",0.933139060503164,30.8476810584942,20,0.859607055522807,"cluster5red",1,0,-0.218250770653551,-0.218250770653551
"Fat4",0.773161195586413,36.7371068947258,21,0.943266587868753,"cluster5red",1,0,-0.0842625290324005,-0.0842625290324005
"Fat3",0.822257943133714,35.3028433814604,21,0.809171806655298,"cluster5red",1,0,-0.305482040818123,-0.305482040818123
"Fat2",3.11785739157041e-06,99.9094849051354,20,0.770517357933827,"cluster5red",3.57900740181243e-05,4.44623740343649,-0.37610063727387,-0.37610063727387
"Fat1",1.0708442027624e-06,103.474923328741,15,1.01843694853903,"cluster5red",1.30319409648415e-05,4.88499089606462,0.0263566657767548,0.0263566657767548
"Fam135b",0.0904505834656168,56.9949904520021,16,0.863113950021095,"cluster5red",0.399318959606117,0.398680069077296,-0.212377055439124,-0.212377055439124
"Fadd",0.00609445300226368,71.0003649021822,22,0.544433384250259,"cluster5red",0.0396440158288698,1.40182235913173,-0.87717256034598,-0.4
"Erich3",0.000224889127329801,84.6280350239717,20,0.81786510744417,"cluster5red",0.0020214465877031,2.69433772945881,-0.29006517943321,-0.29006517943321
"Erbb4",0.465969297328185,44.1341035660499,21,0.881048754234162,"cluster5red",1,0,-0.18270623970797,-0.18270623970797
"Epha7",0.0100112926561398,68.7041881844582,22,0.805540753130849,"cluster5red",0.0610087248921927,1.21460805184865,-0.311970516691063,-0.311970516691063
"Epha5",0.752582033807982,37.2946000462205,18,0.925452247623662,"cluster5red",1,0,-0.111769544439146,-0.111769544439146
"Ep300",0.73592945103455,37.7316669097205,18,0.882952037014085,"cluster5red",1,0,-0.179593023764804,-0.179593023764804
"Dst",0.0843328698708379,57.4251627597361,21,0.784738610650102,"cluster5red",0.378159297436694,0.42232521755846,-0.349715909567204,-0.349715909567204
"Dscam",0.0199469361731664,65.350022402468,18,1.0728593254193,"cluster5red",0.111584345919198,0.952396727959066,0.101460920619196,0.101460920619196
"Dnah9",0.956177174131333,29.3349033437064,18,1.00246037510111,"cluster5red",1,0,0.0035452114682814,0.0035452114682814
"Dnah8",0.571052489299542,41.6916429593365,20,0.722622809316584,"cluster5red",1,0,-0.468685301273151,-0.4
"Dnah7a",0.0222644330680889,64.7943516793222,21,1.20214492292172,"cluster5red",0.121960987235861,0.913779068815092,0.265610828642544,0.265610828642544
"Dnah6",0.212130665704579,51.1956038142444,22,0.844994785106979,"cluster5red",0.787053611267663,0.103995684051716,-0.242985657070665,-0.242985657070665
"Dnah5",0.68977513111341,38.8926320448251,19,1.02060497180203,"cluster5red",1,0,0.0294245748349501,0.0294245748349501
"Dnah3",0.869031530008326,33.725289752201,22,0.871662425253777,"cluster5red",1,0,-0.198158574226259,-0.198158574226259
"Dnah17",0.00322623675312875,73.8249826101006,21,0.903835143029777,"cluster5red",0.0222295581160701,1.65306917021418,-0.145868441740922,-0.145868441740922
"Dnah11",0.942353978987372,30.2952280565071,17,0.98156011226958,"cluster5red",1,0,-0.0268514715997689,-0.0268514715997689
"Dnah10",0.619311326809152,40.5727661307379,20,0.867567300202372,"cluster5red",1,0,-0.204952418000879,-0.204952418000879
"Dmd",0.000864464467564788,79.3407978549421,22,0.93453135000616,"cluster5red",0.00692096552473428,2.15983331409618,-0.0976850331215433,-0.0976850331215433
"Dgkb",0.00125626367762678,77.814704419567,21,0.804125692225258,"cluster5red",0.00961029563832475,2.01726325206942,-0.314507069382271,-0.314507069382271
