"","IgG_1_2","IgG_2_2","IgG_3_2","IgG_4_2","IgG_5_2","IgG_6_2","TNF_1_2","TNF_2_2","TNF_3_2","TNF_4_2","TNF_5_2","TNF_6_2","CD48_1_2","CD48_2_2","CD48_3_2","CD48_4_2","CD48_5_2","CD48_6_2","CD115_1_2","CD115_2_2","CD115_3_2","CD115_4_2","CD115_5_2","CD115_6_2","IgG_1_1","IgG_2_1","IgG_3_1","IgG_4_1","IgG_5_1","IgG_6_1","IgG_7_1","IgG_8_1","CD115_1_1","CD115_2_1","CD115_3_1","CD115_4_1","CD115_5_1","CD115_6_1","CD115_7_1","CD115_8_1","CD48_1_1","CD48_2_1","CD48_3_1","CD48_4_1","CD48_5_1","CD48_6_1","TNF_1_1","TNF_2_1","TNF_3_1","TNF_4_1","TNF_5_1","TNF_6_1"
"ctrl_sgRNA.20",2633.40331293892,40.7024020922319,1534.74222474197,1656.92618992658,8.8975680973249,16.505944336405,1070.58713744752,309.442361577466,1444.42641142408,245.91879021048,2222.20119315289,13452.500144407,4573.41045381474,5345.56179267923,721.036378149427,3071.35913105635,231.930958539856,1963.87618378364,1714.61556514687,1634.44392270827,10104.2537541009,92403.8069748493,1810.69965815418,2648.39367357126,1414.03433861193,1236.37849940422,2259.16061065134,3356.57937254043,1961.79417781418,2163.564543179,1010.48410028448,3085.072153208,2665.11576989747,12431.2060176532,5201.19501464843,418.170408434504,2288.0091041178,2887.29309724846,4342.75429014292,3722.05991544975,477.185910370287,1939.06099321901,3527.25254188681,84986.040433149,2303.1246918612,1657.38308956766,9381.20351276455,7058.74009607797,562.929224361684,1903.52855620382,1829.00941565178,6213.30977017798
"ctrl_sgRNA.2",1482.61312524711,5749.21429552775,2396.28159372245,7870.39940215124,1143.1595491443,7.07397614417355,1142.92410619397,9791.64044134412,346.184842407425,1667.5315226601,149.220829300272,646.201920227978,2487.84603679318,64.8640617241591,5105.2690682764,7854.53629077637,1163.79641695892,253.837493508897,166.740089689301,4401.85465547569,1403.30714694852,4969.56896374585,411.432304322629,2051.01164193865,837.875198350312,277.538553292292,181.337306540576,261.786109736456,4940.71911008874,863.609058920753,5134.11921591346,16574.3686960004,82.0252604444394,2796.10844543102,222.061579829032,202.328621962457,651.073388219163,89.0041028744902,2.72012169531077,1.37128559287243,3379.03502599532,278.561670364329,397.705973457449,330.836231637591,884.306353768434,450.837763494435,1569.69339307506,400.405610712622,145.653016093582,51.4004110586089,1408.54748101919,16.9057547806647
"ctrl_sgRNA.3",1235.51093770593,1567.04248055093,1634.92122113505,1805.62469415076,37980.515082965,1028.08453295322,1432.27198117979,5945.71394745275,680.432276455973,161.700026439767,1088.56403173997,1763.36456197804,0.65625060321635,3.81553304259759,74.589970153389,1248.01624633702,410.020801704388,277.504243360732,1.70142948662552,130.012584760885,184.781469883608,1785.39859039067,455.159409129865,438.080156530585,1.95052237065743,429.782078898499,52.8900477410013,132.397572740277,125.52376995249,445.430217091733,335.394722647613,15555.4371354695,110.604197341371,3749.88051154975,660.328518208641,896.797977193553,240.273694646687,183.94181260728,3.30681460998564,59.616641150129,3266.53810367914,7328.21018670646,491.488168071869,419.51992123235,543.864774951184,7937.7009507053,2116.26568979636,1008.97006312158,86.6044960556436,487.161673699927,541.344740839464,631.296474572716
"ctrl_sgRNA.15",2915.80581298599,3856.55259823897,3770.73742423549,3239.50312774106,83338.1818267839,5023.70205838725,9273.5993932954,20909.462432306,3437.9736073565,10038.8766414689,7400.04888954125,282.028804167295,719.25066112512,30.5242643407807,464.115369843309,8070.50505964604,5868.68157591028,1565.71792157042,1945.15926058463,835.795187748549,5689.89324019259,16470.9306578294,1218.39614758344,567.512930050985,1130.89399448424,3263.55602398168,8918.58430032635,3288.12380936221,2788.69818811976,2011.7354524296,3289.44824135159,30731.9561512965,1040.31041855077,921.313095773759,7451.17105745642,6757.88998039303,1433.95568712721,4405.10973160144,6107.47324176541,6210.14792086935,13343.5319381321,5811.74762999139,4320.92778149403,45631.213505189,1212.12166523944,2483.30309072345,1283.76411329558,3203.38954090716,15868.3056181954,4090.33048890841,1645.05731925002,872.425924339038
"ctrl_sgRNA.41",2908.74575048481,9972.08851259681,3854.88778120567,31545.3255389867,2472.81212560854,996.251640304442,4788.70733101526,33607.6507698956,2089.04646280343,2809.53795939096,441.908471346821,884.4204247188,213.93769664853,12297.462996292,8627.57321440866,817.848944408087,2116.36999667619,1886.37917936685,523.614924509005,724.355829382076,230.485397275032,559.508713185807,1429.08128892739,1593.01875102031,3337.0291758125,883.027936158483,3155.45802683367,887.164038551324,1039.12976568917,1599.07176987994,197.796887715259,332.731582671073,2683.45082811447,326.038764625819,164.607300799853,1998.23824471473,257.070078514169,364.32346109958,969.216695042888,231.774690907298,138.319357918378,540.817291731721,748.520849607688,23756.8631853389,471.380647593115,175.531096442505,1826.44621573417,1199.3363144575,318.86200820487,1226.18536158704,798.877675801928,78.7452262152013
"ctrl_sgRNA.35",2965.22625049422,1485.63767636646,348.622907447914,0,4.62673541060895,2.35799204805785,57.8695749971632,55.2575645674047,346.184842407425,266.131293515451,541.165256903235,1078.82862953315,1.3125012064327,7.63106608519518,439.252046458846,1097.54620245241,538.411153753237,0.464053918663431,529.144570340538,5943.4324462119,3717.00704112944,81.7259918136572,1600.01451681022,209.083711071416,812.266727225874,1009.71685166802,316.395821307776,1592.53216756344,3391.72990768533,361.080722230953,322.494925622705,379.860702029582,19.0773682662633,3791.03384895141,4597.60853234051,198.707227999589,553.711298682235,1510.69630612301,4292.51204235894,2007.4729744017,19.366826701655,3181.03839181899,1092.38889652723,446.585722602179,2773.57006039163,2344.72590932147,949.20740498219,1303.34340770257,2448.5452975732,450.610270280472,662.227547046335,3466.12461831996
"ctrl_sgRNA.21",988.408750164741,30.5268015691739,1194.1336370055,1062.13217302986,4.98263813450194,1377.06735606578,361.68484373227,221.030258269619,847.555993480247,21691.3847967846,1465.06851492304,54.7628745955913,91.875084450289,15.2621321703904,323.223203998019,10308.0831240006,74.5492366735251,6.96080877995146,994.485534932619,2043.05490338534,4090.25578149274,565.795327940704,836.777778356651,348.472851785693,53.0730845048239,2805.9736268265,2705.89262103516,2066.45529725875,4520.1497777737,374.05756759415,1965.06908012768,718.247779023677,1671.05126741629,156.20879478517,820.820636488498,267.245461889423,3317.99752500846,1170.10727245663,556.398225989842,1218.29811570362,2976.14153280843,563.917527810714,510.591948456288,610.708135163909,1350.07532698544,3416.38944549676,1538.57183881334,2754.52443612347,393.656800252926,3429.54964896607,2333.56373721089,1782.66735279272
"ctrl_sgRNA.37",2301.58037538361,1495.81327688952,2829.05485814055,1848.10998107195,61769.7649534206,294.749006007231,651.032718718086,132.618154961771,572.995601226083,43.7937571607703,425.605424443835,10021.6060509932,6990.38142546056,6432.98870981954,5594.24776150417,1635.69788881617,1797.46492868388,4244.7011940144,7633.46339174541,6667.78827559398,4286.83181328381,122.588987720486,860.628926433325,657.120234795877,2236.11659776756,4417.15307431518,1428.03128900704,1097.54578765945,1570.9882136322,3046.63887014455,14830.4666463028,596.654651078724,51.2565089021587,273.292937815242,2674.63122362146,4338.36290466466,1710.0996252875,1077.54300546716,492.502034009797,1146.20963208632,14287.5324527701,1303.12508233849,1667.23901536747,1615.88592859022,3251.49766142354,3298.13691736708,760.532982270566,440.185792412756,3381.51191417263,716.75017642838,1198.31651370289,1426.75672583136
"ctrl_sgRNA.44",4596.10068826605,20921.0346754072,4423.90448071836,28518.2488458517,6949.35658673464,37713.7248166373,4759.77254351667,28302.9245714247,2817.22837269491,2118.94409647112,4876.33722895901,1678.48210635487,4093.03501226038,5547.7850439369,2701.81447444498,9753.99931534321,1366.73600568129,3569.03868844045,2772.47934845629,4178.97593874274,3232.20140272471,402.343344313389,361.742412496224,2757.91371270391,1868.50605097511,4668.36263538666,3279.18295994208,1581.74978948043,7145.79647090362,6075.4345779147,15127.1619778757,5105.96879130086,399.548384020086,7319.20800055561,6380.43222100353,5788.39587253746,1966.03096591235,2292.74569004687,2226.87296122775,1680.1950983788,28949.5960514264,97866.1884047789,4736.00082802822,3986.15908685014,4645.06346482383,8471.68502304092,3656.78262575106,4986.1203018979,5932.40797981159,2892.1297955644,4362.29257181316,5938.81369913403
"ctrl_sgRNA.50",275.342437545892,600.36043086042,128.229115383141,159.319825954479,448.793334829068,2.35799204805785,723.36968746454,66.3090774808857,1993.54719593241,1017.3626663502,1150.61151024721,355.958684871344,7.21875663537985,15.2621321703904,2850.99441475176,15535.5894721328,95.2573579717266,3.71243134930745,1644.85695619523,148.585811155298,6.63444107294869,2401.48683637054,1651.69200430968,2100.79347790803,387.115770499027,403.84027773976,634.680572892016,318.456282916954,725.96737054997,808.781887261246,3044.35209787833,16734.6077018194,903.39132996274,4903.62301997232,2133.95955099425,3878.11055712461,1146.70905454604,701.352330650983,26.5611883189169,715.673950920122,24589.8376208177,33480.3951029595,2539.06608382005,2703.41286235452,1349.14004792276,1823.67570725003,233.411656962834,3190.51522755694,3881.45605049385,2528.32910840513,2249.47135028438,165.498441537033
