"","IgG_1_2","IgG_2_2","IgG_3_2","IgG_4_2","IgG_5_2","IgG_6_2","TNF_1_2","TNF_2_2","TNF_3_2","TNF_4_2","TNF_5_2","TNF_6_2","CD48_1_2","CD48_2_2","CD48_3_2","CD48_4_2","CD48_5_2","CD48_6_2","CD115_1_2","CD115_2_2","CD115_3_2","CD115_4_2","CD115_5_2","CD115_6_2","IgG_1_1","IgG_2_1","IgG_3_1","IgG_4_1","IgG_5_1","IgG_6_1","IgG_7_1","IgG_8_1","CD115_1_1","CD115_2_1","CD115_3_1","CD115_4_1","CD115_5_1","CD115_6_1","CD115_7_1","CD115_8_1","CD48_1_1","CD48_2_1","CD48_3_1","CD48_4_1","CD48_5_1","CD48_6_1","TNF_1_1","TNF_2_1","TNF_3_1","TNF_4_1","TNF_5_1","TNF_6_1"
"ctrl_sgRNA.24",1637.934500273,3113.73376005574,1418.534588926,2708.43704122613,21457.3752235087,2111.5818790358,1591.41331242199,1083.04826552113,42795.6089665731,61819.9413582536,3060.08190369047,219.051498382365,6225.84947271351,195019.524873248,73719.7538349328,196.49617495519,4506.08719448863,1891.01971855348,9457.39580140798,7967.91412320283,32.9264853250046,260.894512328213,739.385590376898,18060.8500896928,3231.3549073764,1810.19565339303,1519.64440741556,1139.42153509814,2629.52887158206,2470.79135715269,11979.6115037981,4974.00725709704,4317.12678454996,10531.776628002,1495.39401726636,1523.46678989762,1887.17336707688,3117.51704335048,6545.62617758851,3302.94704327218,4922.03138288127,7540.18882366663,2002.42352574864,1518.85215133881,1440.32975653452,461.923938006593,3337.78669456852,1650.66055774629,2287.1460094695,3150.84519789273,3184.9991548419,8062.71036552595
"ctrl_sgRNA.13",1990.93762533184,1414.40847270506,1466.62050719467,1115.23878168135,29661.6448146901,153.26948312376,1056.11974369823,165.772693702214,19517.6626667634,7252.91993593373,499.448636886771,4353.64853034951,28.2187759383031,2701.3973941591,306.647655075044,6139.17779049188,4580.63643116216,100.699700349964,8642.41107731435,1783.02973386357,3915.54883323842,8524.64960763994,12565.5798450612,1622.88785260194,429.366601850526,1826.22536336276,8498.29731381303,821.968264095885,7253.20340807947,782.828196534852,296.695331572889,652.267011921764,1543.559516454,2459.05681586673,665.630772609406,5383.0680001009,394.287994177324,1355.23580643557,120.698733264476,1791.92744848605,43.0726692217136,391.345175926472,305.660486150703,2881.06817560117,1114.85264272023,334.432931116774,1596.92475305405,3481.41684718955,7089.75897255519,3060.03780502252,2396.63302740578,1526.41170138054
"ctrl_sgRNA.49",2548.6825629248,885.277245506043,1971.52264901579,616.036660357317,1179.46162698139,12405.3961648323,593.163143720923,5669.42612461573,1886.11052070252,353.718807836991,2986.43049179934,240.956648220602,3408.56563310572,29219.3520402124,7160.63713472534,90.2820263307629,8912.77540674589,5318.52196180158,1322.01071110803,1337.27230039768,8954.28396812309,34469.5087010987,6537.20216868177,1672.66968857132,4035.59932485198,4214.6521488522,3803.36111166093,7130.91320755301,5521.75181842553,5677.69426753272,933.085318135026,2286.70487127486,1417.77507860504,3721.18910026268,1566.30177761091,693.966383847365,1522.20787354957,2983.41752835291,2384.74669099481,3510.01116779592,1384.46353503306,22696.6613663189,1012.5003603742,1197.51774358637,508.324170569163,1097.53127670367,3540.07679726964,2069.29272443788,3830.28066646097,336.958250273103,3999.64415319255,227.782801255272
"ctrl_sgRNA.12",247.102187541185,10.175600523058,92.1646766816325,31.8639651908957,3.91492996282296,30.6538966247521,6365.65324968795,18522.3356429941,465.558925996192,11025.9205528616,344.857392136104,1089.78120445227,3675.00337801156,164.067920831696,71581.5080238689,127.456978349312,21644.1283808801,10472.7688363963,2062.98325253345,2730.26427997859,618.477340022661,37.7196885293803,71.5534442300224,617.29476602037,1389.27528851987,2693.22358955151,4302.98316978575,1124.62710935633,1528.28425065867,1313.25675075552,3844.13951342264,1397.84968017338,359.871911886554,135.921938319564,774.762247514693,1939.65884422278,3098.79048131421,3195.84065388003,1652.82061207815,4607.84870059366,20925.8033363112,7484.47648959377,2407.07632843679,6169.27510797827,264.683974739785,820.37691389971,4687.68411067024,1067.98938724396,1157.3509927436,219.308420516731,967.062449654965,1284.83736333052
"ctrl_sgRNA.11",487.144312581194,91.5804047075217,292.52266946779,6340.92907298825,822.135292192821,5013.09109417099,462.956599977306,77.3605903943666,740.119318250357,57.2687593640843,1635.5792054731,216.313354652586,410.156627010219,7.63106608519518,16.5755489229753,734.647861318953,426.587298742949,95.5951072446667,2369.24056012604,427.18420707148,19.9033232188461,7701.10307474847,19381.0454079708,876.16031306117,2617.28642103991,1057.80598157721,1898.37492784665,11737.2454258085,234.224766612379,229.365741794505,262.2958728398,1478.91176547001,791.488090035145,12390.632304722,346.941541685844,781.88578172366,558.550934711849,796.290040383773,1090.87547125865,534.403708398315,11399.7586811414,23965.8155132472,1502.2518211384,1432.18400014393,81.8369179849159,8602.87142143479,799.434925097705,748.735347199615,421.21277627063,1112.53334157967,504.554321559112,931.151177787663
"ctrl_sgRNA.47",1659.11468777653,40.7024020922319,136.243435094587,286.775686718061,12.8124980601479,5998.73177025917,332.750056233688,143.669667875252,1599.61272008948,28853.348467846,457.827917146207,4263.28978726679,4898.91075301005,232.747515598453,1599.54047106712,2777.49998652876,16686.6041420907,15180.1317873182,3541.10011903937,352.891301493832,605.208457876764,3093.01445940918,3657.17603842337,1782.18972770397,1458.33007244879,401.904322429407,837.740577611931,1648.19932882924,644.441623055053,1170.83587289444,6299.40088049684,720.132943798017,319.787169225923,1675.40453182388,216.917601679037,5490.6703447939,1152.40274399264,2369.88257920476,2947.54520332656,2796.00332887114,1589.24391573089,95100.9542623818,1762.75791728957,15288.4346312108,1502.52581420306,4807.70434677262,1561.91300450963,2068.13548278843,314.92544020234,1672.79782211851,1003.85286893532,596.150300160281
"ctrl_sgRNA.46",910.748062651797,4924.99065316006,893.596647826263,11555.9980425648,2802.02214520956,18084.6200125797,5584.41398722625,25053.7797748613,38199.7067484055,9715.47658858936,6038.64857286602,2617.66540566927,3236.62797506304,88764.5607029904,4069.29726059044,2129.59367991976,753.775615254532,6373.78057284222,4897.13941987991,6556.3489172275,713.325275361854,5821.40526303435,3623.38691198141,1662.71332137745,763.126147500601,1113.17430345332,2681.33652744112,2860.33922774306,529.270328974933,903.188437278503,15724.8525733631,387.401361126944,2937.87759750208,1179.24598512218,4686.55978527274,1101.5743932235,1489.4691592316,2017.42633182178,13508.3376817913,1066.92189910643,470.94196077795,239.155385288399,3044.44791035331,362.221043864308,838.945319228223,1965.94828015606,7879.58851963699,1139.15974868566,4771.12041906546,1026.86598981532,1608.26689996967,1692.79991948498
"ctrl_sgRNA.39",416.543687569427,1160.01845962861,12.0214795671695,1593.19825954479,7.47395720175292,0,260.413087487234,22.1030258269619,107.436675229891,286.343796820421,102.325594385212,2.73814372977957,2037.65812298677,19.077665212988,2826.13109136729,28.3237729665138,426.587298742949,0.928107837326862,3253.55853579966,352.891301493832,14.7432023843304,22726.1123389516,5932.97308407269,238.952812653046,712.286725710562,385.487421397608,347.563170869437,243.982648250548,1040.42382517322,1334.6685456048,1836.0711098786,901.108762134691,1345.58542631344,1064.4803399739,1655.72785929544,69.7118337852083,2160.18577604154,770.182170207255,3994.68538458217,509.857696285899,41.9085430265322,119.5776926442,974.292799605366,127.266853249622,1118.12611943962,598.653423656545,91.4195656437765,266.454889787807,118.097040075878,77.6717322663424,2144.35586662623,112.556735776531
"ctrl_sgRNA.25",416.543687569427,0,28.0501189900621,53.1066086514928,24.9131906725097,0,1533.54373742482,618.884723154933,40945.3106709472,10439.7579570175,5893.16785432584,542.152458496354,7.21875663537985,7.63106608519518,41.4388723074383,1228.54365242254,186.373091683813,1.39216175599029,5138.31704960908,315.744848705007,17.4461228214577,81.7259918136572,284.226181247033,179.214609489785,1586.71848849158,878.846272688119,3882.69618327244,1665.5012843578,562.915875560137,3127.41973253045,1203.9810556581,8864.04476894837,5336.61540621868,4379.64249868922,2360.92769459712,1295.5872216416,1897.7066925531,2373.44274331974,14378.4566099737,1200.73194725892,114.825174706534,2398.34803996605,2839.51644804773,437.083898717027,172.091347533995,199.551141218848,2602.53997513559,2578.76836061196,511.753840328803,1711.63368825168,2659.42173655115,1503.27751062805
"ctrl_sgRNA.19",1637.934500273,10.175600523058,120.214795671695,0,0.355902723892996,0,2358.1851811344,1105.15129134809,71.6244501532603,0,0.479501379499588,0,151.593889342977,0,66.3021956919013,0,0,29.2353968757961,4.25357371656381,130.012584760885,1638.70694501833,31.4330737744835,25.8387437497303,59.7382031632616,3.08308374716819,220.389152530654,368.341403910545,68.706316156886,438.686165091693,667.65869393648,584.790798462505,113.109886460422,181.197883027038,28.981223522295,171.808870209847,11.7024675281567,1859.55897326085,932.762998124657,5724.20276132417,367.826791004137,7031.11055958773,15748.9256562077,1644.6618203677,772.815009325758,621.025297622676,304.869799084352,81.6940799369917,326.197489941099,314.92544020234,2688.81261404368,583.390934302724,1073.51542857221
"ctrl_sgRNA.32",211.801875035302,162.809608368928,941.682566094941,10.6213217302986,0.711805447785992,1.17899602402893,130.206543743617,198.927232442657,453.621517637316,6.73750110165698,0,0,2480.6272801578,67470.0707922532,72650.6309294009,2409.29093796408,335.471565030863,976.369444867859,2154.43508743957,1950.18877141328,6479.88316795296,270.324434460559,157.020058171438,457.992890918339,72.7041483643439,1794.08850521089,168.114794605326,988.217488957255,34.9396060692499,205.034156738511,3194.8497298356,760.663986446335,1669.19549229311,1567.01475585049,2046.6701986951,151.930889312544,210.381825052016,773.742334322235,30.9880530387364,900.331268856324,739.855111864864,305.738418692556,349.078168842564,277.280497012185,62.1960576685361,83.1463088411868,71.968594230207,1315.49444502189,263.75005616946,2831.59153365092,509.81009574202,250.472103724058
"ctrl_sgRNA.40",120.021062520004,0,689.231495184382,0,3.91492996282296,0,86.8043624957448,11.0515129134809,298.435208971918,3.36875055082849,184.128529727842,8.2144311893387,105.000096514616,0,389.52539968992,0,12.4248727789209,0,1154.41990667542,984.380998903846,8712.24972898033,179.168520514556,4420.41277687694,507.774726887723,162.74277779695,153.250222367591,54.7789780174656,287.613666539957,751.848560230896,373.08430419191,4454.72990593496,6084.36930918351,156.441842883852,7817.39523290386,460.425613487281,907.528033379829,1932.15351370505,327.535098578124,768.72772538263,7.19239293461591,4963.8340962537,18823.9747295466,849.249873452806,656.201716189792,153.385766280299,872.112394956448,624.37618237558,2471.86816324324,318.86200820487,1267.87680611235,882.970062728446,3414.07268912686
"ctrl_sgRNA.18",1030.7691251718,71.2292036614058,252.451070910559,74.34925211209,982.291517944669,3345.99071619409,217.010906239362,77.3605903943666,226.810758818658,744.493871733096,337.18537006411,3879.94966509765,105.000096514616,7.63106608519518,58.0144212304136,3432.4872363794,41.4162425964029,127.614827632443,6704.90824941953,650.062923804427,21.623363497018,66.0094549264155,5710.3623686904,328.560117397939,230.004339546395,1852.16716452149,940.687277679237,1464.89890141799,738.907965390433,879.181273356589,2227.36495296748,262.03790363331,883.757229159523,1275.4636472162,2553.62902990849,517.490491008716,1066.99740229358,526.904289016982,69.0164210535713,608.041744735565,19.366826701655,301.661906443322,343.868046919541,208.464257359109,53.7785461043733,109.014049369556,122.541119905488,1876.32267939069,255.876920164402,1361.53977737471,2233.70402773565,4120.11039536147
"ctrl_sgRNA.8",84.7207500141207,172.985208891986,56.1002379801241,21.2426434605971,3.91492996282296,1950.05942374384,115.739149994326,265.236309923543,238.748167177534,10.1062516524855,460.033623491905,1703.12539992289,2708.34623947388,67218.2456114418,928.230739686618,385.911406668751,256.780704097698,1224.17423743413,446.6252402392,1968.76199780769,338.847934799861,3.14330737744836,131.181314421708,169.258242295908,39.5138080249311,1413.0925001333,162.448003775933,243.481142293198,69.8792121384998,34.7130613465517,7434.58301868876,7735.77365150566,539.548059312586,251.557020173521,5204.51881591458,1902.84133893362,427.026708495297,981.418574362712,58.1359342723282,1680.18824195084,189.117591889932,160.34281513654,560.956460378847,415.488844432589,831.930726258088,502.573244551174,624.37618237558,408.650957465014,303.115736194753,1328.41506802583,1208.82806206871,1124.2326929142
"ctrl_sgRNA.34",564.805000094138,1495.81327688952,913.632447104879,2039.29377221733,51.2499922405914,4.7159840961157,1012.71756245036,99.4636162213285,1181.8034275288,367.193810040305,1728.50657282012,79.4061681636074,3848.25353726068,2743.36825762767,2221.12355567869,246.062777646589,2692.05576876619,963.839989063946,815.835438836939,37.1464527888244,2.70292043712725,25.1464590195868,2605.73792737665,2499.04816566311,1942.75174121304,101.908687537013,484.510615913101,1534.85898246825,9199.46887208509,881.452221295148,550.391339729416,388.343943514114,1888.02849481818,426.023985777737,6190.6589963314,869.570459620879,872.557907692057,814.090860958671,4369.5288213399,534.444846966102,309.445908610051,85.6067572339157,1700.23645421329,211.343597930367,686.494832010609,55.4308725607912,828.611382218059,1170.26061801485,220.447808141638,355.233951982831,988.085546386595,175.730872062172
"ctrl_sgRNA.5",77.660687512944,10.175600523058,733.310253597337,10.6213217302986,3.20312451503696,12.9689562643182,86.8043624957448,11.0515129134809,453.621517637316,33.6875055082849,451.978000316312,35.5958684871344,20.3437686997069,72.4951278093543,132828.161294263,963.008280861471,178.089843164532,2475.26360215074,775.001131157926,185.732263944122,2111.47230147586,1015.28828291582,57.6402745186292,3454.85941627529,2480.74985509389,2763.38260999873,2479.22098785944,1564.44783395187,771.25945249159,228.716899526345,279.495602206344,295.028287184266,395.873949276195,774.957916986169,109.289751156056,3549.50258641992,1096.60458741592,790.356433525473,583.866121540529,797.34086440364,1461.40169356915,470.15774607833,236.192193843725,458.678953001465,1406.19207074653,94.232483353345,371.513553999177,789.23880493066,10451.5880467152,3301.61973699798,2002.44996368773,4903.11377467646
"ctrl_sgRNA.10",691.886125115319,3591.98698463946,925.653926672048,2485.38928488986,3419.8692738878,337.192862872273,3674.71801231986,8918.57092117912,3796.0958581228,579.4250947425,9111.58111352708,2861.36019761965,73.5000675602312,68.6795947667567,919.942965225131,198.266410765597,567.402523570719,8908.44307658188,202.044751536781,4699.02627778628,387.009062588674,15.7165368872418,4146.12457399519,1324.19683678563,480.961064558238,1521.27368287586,932.187091435148,3572.22693420072,3772.18339599494,3006.08622838456,13445.888432296,13208.4069914157,2005.57329112024,8568.0089221313,4875.46249056565,627.037658385472,298.349327002048,987.352181221012,3222.17082311391,515.390833653139,300.662047319136,765.025465439595,1545.66950383026,15358.4026070924,1050.31838739498,1383.92411826775,175.058742722125,1774.63006944453,1688.78767308505,4779.09599709377,5791.86314956398,883.993019715283
"ctrl_sgRNA.23",127.081125021181,61.0536031383478,40.0715985572315,84.9705738423885,14.2361089557198,4628.73839033756,549.76096247305,265.236309923543,8105.5002756773,9355.02027965071,1895.85255426547,153.336048867656,5729.06776607874,148.805788661306,994.53293537852,4855.75682794672,310.621819473021,7762.69395140187,77.8403990131177,334.318075099419,1.96576031791072,25.1464590195868,2659.40301054917,467.949258112216,1.5415418735841,457.350082517934,493.010802157191,806.672332396724,439.980224575739,675.769222288478,103.198376199266,96.1434034913583,15.9596660593253,3632.21674404924,756.481340550863,2464.09034032699,255.077287207858,130.539350882586,2.1334287806359,37.1481267109142,650.005735527678,190.23723829759,131.989755383258,171.896632104127,8.88515109550515,4166.55392081947,25.2862628376403,13.742244587319,1834.44068917863,7.42450381957685,204.975193133389,252.251656858865
"ctrl_sgRNA.1",98.8408750164741,15192.1715809255,1779.17897594108,1508.2276857024,11.7447898884689,7744.82488184601,231.478299988653,1447.748191666,632.682643020466,2924.07547811913,1262.62303249832,1308.83270283463,221.812703887126,2930.32937671495,2047.08029198745,612.501590400862,91.1157337120863,1545.29954914922,476.400256255147,538.623565437954,742.811680130515,77422.8040139304,675.782528839101,1164.8949616836,6341.68304765732,1660.50758879649,2125.99102616061,3827.99497244899,5008.01020325915,1838.49456683092,4054.83619816281,66284.2786305813,3331.59884763539,3822.62338259071,3031.3067547296,9342.42520141096,3525.53250533717,8110.05385392355,3506.9835653288,9819.09734419101,12731.4132187749,525114.566547671,631456.356826584,526868.072278121,23208.4823009908,35557.0570519955,3143.27698043282,1849.41681104078,1775.39216914069,665.349765369771,4619.82550677562,3421.63578994979
"ctrl_sgRNA.30",148.261312524711,162.809608368928,452.809063696716,10.6213217302986,1.77951361946498,399.679652145806,2879.01135610887,3326.50538695777,310.372617330795,330.137553981192,42.4838222236635,2332.89845777219,294.656520844141,15.2621321703904,91.1655190763643,244.292541836182,9732.81701015467,3.24837743064402,3.82821634490743,74.2929055776488,621.917420579005,91.1559139460023,178.883610575056,209.083711071416,3042.65759803441,734.811197597811,1092.74616493462,2848.80459072402,614.678254921989,999.86593523432,167.697361323807,5555.58058998104,1542.40893587763,129.546069144659,404.949787592715,264.730604970765,1616.43843389086,1539.17761904285,97.3376881165128,2985.52871066204,110.062840271701,100.553968814441,76.4151215376758,521.160643397772,314.253765062077,36.9539150405275,11.6705828481417,301.606104890108,496.007568318686,139.352225536673,567.623611754001,1097.9842841758
"ctrl_sgRNA.16",56.4805000094138,0,424.758944706654,0,22.4218716052587,14.1479522883471,1157.39149994326,464.1635423662,3079.85135659019,205.493783600538,6330.66491298126,3414.46523103512,10.5000096514616,38.1553304259759,364.662076305457,21.2428297248854,352.038062069424,4116.15825854463,513.406347589252,501.477112649129,4785.8892139934,191.74175002435,318.015307688989,1443.67324311215,1228.3257329024,1110.54140423124,1605.59073499468,675.277771571146,1290.17730559415,335.775873772719,1195.38119097483,55171.2322858449,422.81980406473,7992.73163521374,477.598586695727,372.265886812594,819.32191136631,1344.55531409063,3137.95372199831,1600.43427186938,1115.23289498383,8469.633616492,765.887922684432,646.699892304639,852.03922610581,62.8216555688967,1478.27382743128,267.178165818719,145.653016093582,236.441890869601,341.625321888982,799.019357528258
"ctrl_sgRNA.36",91.7808125152974,885.277245506043,1306.33411296575,2007.42980702643,439.183961283957,114.362614330806,274.880481236525,5691.52915044269,393.934475842932,67.3750110165698,8.53512455509267,7286.20046494343,1195.03234845697,7302.93024353179,663.021956919013,1049.74983557142,248.497455578417,4434.96330066641,1325.83892745294,4643.30659860305,7027.83885657058,320.617352499732,1878.27791103809,746.72753954077,85.9173644236361,1517.16945761791,589.346246256872,2256.7768080729,820.433712885349,2231.04413906762,1874.77050095332,590.056574368532,468.360525587503,4049.83617500551,1082.37214088442,609.970162764177,1401.21697280924,1687.51779050033,968.736673567245,2405.71487985575,15.9802777702181,341.068191519251,302.187071535354,1404.54233065985,2146.93308839285,2167.34711712694,581.584045265727,1534.93639280045,1106.17560871072,901.791656239372,988.085546386595,2339.22259570355
"ctrl_sgRNA.14",14.1201250023534,0,132.236275238864,31.8639651908957,7.47395720175292,3.53698807208678,245.945693737944,232.0817711831,1062.42934394003,77.4812626690552,2109.90197007409,4619.24847213813,563.063017559628,26.7087312981831,232.057684921655,10.6214148624427,124.248727789209,1655.74438179112,6.38036057484572,55.7196791832366,1778.52164762973,1719.38913546425,1186.59461681454,159.301875102031,149.812702081785,796.994082166369,1044.57844288478,1844.53891113158,3482.31407156857,1140.66470742501,5456.61414153617,638.128276114211,219.649543579273,50.4273289287933,162.707985790624,155.820534680069,44.6954621558411,215.983289642096,1.81341446354051,0.562227093077697,3086.94518065888,36997.0663366321,545.326094609777,558.304136767006,215.581823948836,1090.14049369556,342.337096878823,127.730547058976,51.1753840328803,93.0918555839251,656.971772863427,76.9656730803945
"ctrl_sgRNA.48",35.3003125058836,0,0,63.7279303817914,17.0833307468638,3.53698807208678,1056.11974369823,497.318081106643,1611.55012844836,212.231284702195,4465.59634727967,1297.88012791551,2022.56435911279,19.077665212988,207.194361537192,3802.46652075448,289.91369817482,529.485521194975,3.40285897325105,18.5732263944122,1.2286001986942,4601.80200058439,210.685141343955,89.6073047448924,2.23366271478512,80.8454937603662,88.7797229938236,3781.10416543681,436.0980461236,841.548421803318,202.096820056895,120.650545557783,0.296924019708378,6.08605693968195,9.33829879537628,3.85611394194274,69.4630112485683,192.248862208899,1440.38444124633,78.320976636909,3.06905996911473,42.1239599087521,357.761705380937,55.5712730252873,918.91167908777,147.81566016211,5162.28781316134,178.79383484133,27.5559760177048,440.901303747179,199.719418950482,370.147052039816
"ctrl_sgRNA.9",28.2402500047069,10.175600523058,4151.41761052919,10.6213217302986,3.20312451503696,51.8758250572727,998.250168701065,408.905977798795,1921.92274577915,161.700026439767,471.541656599895,98638.8897215791,816.37575040114,19.077665212988,389.52539968992,3.54047162081423,28.991369817482,20.418372421191,17.4396522379116,1077.24713087591,6343.99998597738,1423.9182419841,147.082079806157,1144.98222729585,2024.35908039828,1510.89696241236,3034.56648913995,1241.22724444009,575.8564704006,2049.69272511695,176.297226007079,328.018670735222,550.645594549187,114.475832913065,1508.13525545327,395.503164740997,1537.5808350554,633.70921246637,27.8945813068144,723.2777295326,242.244078251849,9320.26583916552,385.549022303728,310.680847638782,435.372403679752,1116.00823422393,1355.73270752579,815.132086837293,389.720232250396,1340.40849727284,383.671515352242,5779.09880528511
"ctrl_sgRNA.7",7.06006250117672,2696.53413861036,60.1073978358473,0,1.06770817167899,288.854025887087,0,66.3090774808857,59.6870417943836,6.73750110165698,76.8161209958341,41.0721559466935,11.8125108578943,45.7863965111711,439.252046458846,38.9451878289565,219.506085760935,6698.15426198796,2.55214422993829,2247.36039372388,495.125880073764,6.28661475489671,13.9131697113932,7337.8426218873,665.411268738311,1244.66438813253,383.452846122259,404.213801623724,710.438656741414,2466.89830354373,232.196346448348,455.267293003197,560.963704234053,6396.73565584096,937.86592393224,5103.95241355541,295.217797806415,900.721521089841,1752.13172181675,918.007140148449,20.9542715132661,360.09191534901,356.024998073262,475.379128314764,113.168766584855,487.791678534963,1326.55625040544,669.030328593164,59.0485200379388,441.472419425608,762.087256521576,76.9656730803945
"ctrl_sgRNA.4",7.06006250117672,0,500.894981965394,0,1.06770817167899,0,14.4673937492908,0,429.746700919562,10.1062516524855,178.086812346147,10.9525749191183,0,0,165.755489229753,1.77023581040712,16.5664970385611,0,102.085769197531,761.5022821709,7304.76534135625,81.7259918136572,129.193718748652,228.996445459169,17.2715609917892,5827.30292237674,589.346246256872,574.224321165216,477.507949613082,318.581553666484,73.0988498078131,128.191204655144,6.23540441387594,114.186020677842,470.238741034965,742.553419515844,659.613922389069,732.207086314139,32.4814531851815,518.832760491249,518.882794088604,716.107318448787,33223.2107958122,361.357241692931,911.897086117634,960.801791053714,58.3529142407084,678.288261788832,19.6828400126463,191.323752273711,930.272030374613,28.472850156909
"ctrl_sgRNA.29",0,10.175600523058,0,0,0.711805447785992,1.17899602402893,14.4673937492908,11.0515129134809,0,0,0,5.47628745955913,1176.0010809637,5734.74616302418,157.467714768266,5.31070743122135,45.5578668560431,3.71243134930745,1.70142948662552,37.1464527888244,0.491440079477681,3.14330737744836,1039.51253700838,1712.49515734683,1402.70872484682,9760.38973089111,2018.32200040214,2124.12848235395,716.908954161646,3215.98670213427,2020.96820056895,13409.177039883,28.0222043599782,8654.37296822774,499.915538054169,1374.92257456887,855.476839352245,3271.79082166626,8682.36177283439,2403.28770435637,1287.841060833,1724.36468142602,1873.90718498073,893.171445204359,210.905428635412,448.990067742409,266.478308365902,2121.5132538697,310.988872199811,524.85530847624,1009.10864311822,523.633509916904
"ctrl_sgRNA.6",0,0,44.0787584129547,1444.49975532061,0.355902723892996,1.17899602402893,0,0,23.8748167177534,104.431267075683,0,0,0,0,0,44.2558952601779,0,119.725911015165,10.6339342914095,278.598395916183,241.297079023541,84803.2897361792,77.516231249191,288.734648622431,620.895314633791,256.552797728059,437.287359001493,296.139267814899,1407.93671864237,3776.91084295845,795.487483202672,594.769486304383,3930.19767136748,5551.06355346039,423.547247058083,145.35872989845,4102.01856180582,2015.05288907846,6219.85160278541,2238.47288894903,72.5991427176794,273.126320698683,958.662433836296,482.865413800035,212.308347229439,35.1062192885011,87.5293713610626,524.953743235588,173.208992111287,258.715402328332,2244.21557610147,859.079275827987
"ctrl_sgRNA.33",0,0,0,0,0.711805447785992,1.17899602402893,130.206543743617,99.4636162213285,8964.99367751642,943.250154231977,302.277669636541,16.4288623786774,131.25012064327,0,58.0144212304136,1.77023581040712,49.6994911156834,719.747627846981,0,0,0.24572003973884,6.28661475489671,9.93797836528089,29.8691015816308,66.7896611758987,2.63289922208089,173.781585434719,1582.75280139513,793.258463720377,1905.64974158546,300.995263914525,213.023619500461,0.259808517244831,4.34718352834425,41.3101014507323,6.13625088152628,223.761995251536,709.659380252602,5841.43467282012,389.547954795236,0.846637232859235,63.8653585713339,616.53109422443,80.3336019381097,12.6262673462442,4151.77235480326,363.733165433749,498.481840504226,55.1119520354096,464.317046562767,1366.50128755593,590.366752472159
"Abca13",1899.15681281654,722.467637137116,1021.8257632094,1295.80125109643,657.708233754257,18.8639363844628,14062.3067243107,26346.8067857386,2184.54572967444,1788.80654248993,3897.09951174495,3031.12510886598,7035.66271708249,214120.083284492,35877.7756437801,6691.4913633389,58860.7639780077,3200.11582310302,7422.06077803219,11924.0113452126,2488.89828251472,1169.31034441079,4718.55212783537,4331.01972933646,3232.51892879114,5207.71978485118,4375.70698542963,6114.10987902683,27826.1610854474,5363.00576747519,10934.7279447805,13940.793506247,2456.9720320819,6241.9759222319,5379.80976364135,3758.47043064763,4418.87237950934,3741.73248484357,552.184704148086,4611.05750888098,20529.3654520248,38237.6848978157,3001.03022766145,3264.88427374991,4716.14467358787,5742.63839729797,5607.71505853208,5490.24369544323,2031.2690893051,5483.28162859672,3563.41489601123,8444.86940122571
"Adgrb3",1150.79018769181,3286.71896894772,180.322193507542,839.084416693587,49.4704786211264,11739.263411256,11675.1867556777,29894.342430966,8165.18731747168,25989.9104996418,14255.384211971,5114.85248722823,1529.0639054941,122.097057363123,911.655190763643,14703.5786412415,791.050233591295,8623.51397052254,11576.5262270001,1467.28488515856,41.7724067556029,37983.7263490859,3671.08920813476,10971.9166476524,4927.55432893069,5855.41299348308,6874.76174119194,4022.57928390061,587.503005757016,894.753487792425,2248.86461467566,3553.53559963158,967.044416687723,7504.6878310983,1967.45293518517,6842.15445288087,2112.92815363473,2976.29720012295,736.939636551155,3771.76901819137,39096.225798282,35779.5480115275,15868.2946702214,7910.70028547536,2663.20713099483,1927.14666936351,2238.80680970184,5074.3599776691,7609.38594888905,4555.78976682804,3011.55860680595,1952.16978888307
"Adgrl2",2238.03981287302,4823.23464792948,2945.26249395652,2814.65025852912,71461.3520277508,3995.61752543403,824.641443709576,2464.48737970625,14730.7619148539,15027.9962072459,110.764818664405,1117.16264175006,967.3133891409,26.7087312981831,132.604391383803,426.626830308115,629.526887465323,151.281577484278,196.940463076904,3473.19333575508,12.7774420664197,45678.5428090795,5728.25072974791,298.691015816308,916.871354361937,1170.5560188522,1724.59334241194,1408.22872823749,10401.6501327641,1905.32532045138,369.794181380702,1072.65875659966,1001.89587350099,3927.2455995062,172.283698962154,382.962411573287,1087.49468430136,1071.60939860886,1086.07525650222,1174.47182815542,2836.97553765719,6012.85556762027,531.432436148382,616.466816306426,753.834924523911,4785.53199774831,163.388159873983,2195.57671943504,1858.06009719381,2174.80850345759,1229.85115880034,3120.00153360004
